null_index,delta_r2
128,-0.010238513853907838
129,0.01857798440210434
130,-0.010771085103013056
131,-0.0016260300214072654
132,-0.007622260620388066
133,0.002890219903548874
134,-0.002913877773530693
135,-0.009506142750680291
136,-0.009230512132563318
137,0.0003908414117032022
138,0.01061240688359788
139,-0.007936265013774313
140,-0.012411966758293147
141,-0.0010442629506826062
142,-0.00015475468826886551
143,-0.00625992035665901
144,-0.008331047988339724
145,-0.009650178803397358
146,-0.008626801576728238
147,-0.02394210858766188
148,-0.008363548693918532
149,0.003183471639340074
150,-0.008432850784393264
151,-0.006450350284164741
152,-0.002124407484315527
153,-0.0012804028718899074
154,-0.005919384266132144
155,-0.00959358783244213
156,-0.010488636473194757
157,-0.01068139091544651
158,-0.009563533883714892
159,-0.006230299217355628
160,-0.010566338553286037
161,0.0013612878505860904
162,-0.0053067109729594275
163,-0.018388256692278615
164,0.024216089834720678
165,-0.007858604939417924
166,-0.012293786879016277
167,-0.00063614290922831
168,-0.007657406703605152
169,0.0090062562598483
170,-0.0010825201061360756
171,0.0016580830829944215
172,-0.003682791663513485
173,-0.0022452743772077843
174,0.0037646639668966753
175,-0.00593859409396591
176,0.0022823920135534026
177,-0.01286935714025328
178,-0.0048790982699876695
179,0.010153897925427424
180,-0.0038465154099797116
181,-0.015927303613230026
182,-0.0025384859601573773
183,-0.0063607232548547055
184,-0.027687183610334842
185,0.010472902048240362
186,-0.0219667956381856
187,0.010296143727663187
188,-0.003657853723527338
189,0.0011655442037076247
190,-0.007379248198857824
191,-0.007880198270220351
192,-0.001996643110620533
193,-0.0021477149788476924
194,-0.015654983000354505
195,0.018448766774116998
196,-0.012018573344802497
197,-0.0030968198169450956
198,-0.009665280501458762
199,-0.006190358378700078
200,-0.000873425761338309
201,0.006394329993352543
202,0.002337176008338049
203,-0.0013827660283737275
204,-0.012650499002201276
205,-0.013220042837113533
206,-0.002333533069203253
207,0.005834439686477899
208,0.007336161994308532
209,0.00026013763259225
210,-0.011553861602405346
211,-0.004601552965076694
212,-0.0033526965752427307
213,-0.0066864917383892
214,-0.007314978631968283
215,-0.004309962435346315
216,0.011488009806455035
217,-0.0027381982308717356
218,-0.010174519617545896
219,-0.015180930102122292
220,0.013102451273466875
221,-0.0025602562357067704
222,-0.004636760972562715
223,-0.01213246512852384
224,-0.030498621918104374
225,-0.006092695882114252
226,0.01287810443030768
227,-0.005239403385788655
228,0.006069536258215158
229,-0.009698320903458124
230,-0.017596103245969608
231,0.0007275458190928452
232,0.006082300469790192
233,-0.004053870761408729
234,-0.008958643515710407
235,0.00273252808745994
236,-0.0032539551616665996
237,-0.004775360093765668
238,-0.003952205658015795
239,0.000773596460806325
240,-0.014585111472051104
241,0.0013103181872304859
242,-0.005058661747804116
243,0.002089999698966838
244,-0.01069978564317553
245,-0.002081508079806116
246,-0.005172678617953896
247,-0.006808949244989426
248,0.002187857992124953
249,-0.003989388420544082
250,-0.012894933524148722
251,-0.00824408930365561
252,-0.011892563332080885
253,0.01232129052576203
254,-0.005977421322910348
255,-0.02142277354151234
256,-0.0039581380000478505
257,-0.013115303758791996
258,-0.001056033502094933
259,0.008809978708308353
260,-0.01715313124295592
261,0.0020199446966914225
262,-0.014299356667906937
263,-0.03168888799170955
264,-0.005512887509432907
265,-0.0018332522628260461
266,0.008530247726758922
267,0.004010946959724371
268,-0.0007911162226200696
269,-0.002991842504263209
270,0.004333369869173764
271,-0.017128862692364244
272,-0.007389126760631304
273,-0.006080705789763274
274,-0.01849133253239288
275,-0.009078864249463248
276,-0.01959488475322335
277,-0.019425611066731796
278,-0.008940711791433409
279,0.0036222721547151115
280,7.587115748541873e-05
281,-0.012500884304645687
282,-0.01934527604916192
283,-0.00036032768841576246
284,-0.0036549867937204494
285,-0.0038248051522006277
286,-0.004202034872944682
287,-0.008203784989944674
288,-0.001961513479962096
289,0.010298913674184784
290,0.003871677047848965
291,-0.016174532480150217
292,0.0027754761694623875
293,-0.008692578379473681
294,0.004824983238106206
295,-0.0007264996910424371
296,-0.011767913823751641
297,0.0029001846904961326
298,-0.01964290988020101
299,0.004025012610140877
300,-0.010019267161062495
301,-0.03296205011893438
302,-0.012384127397030431
303,-0.008684658104868181
304,-0.004430418760200561
305,-0.0003002162281754428
306,-0.0069569973099655735
307,-0.004271420919288116
308,-0.000556270547442228
309,-0.009570325702303983
310,0.0029102875367685854
311,-0.00649710883446597
312,-0.027430436387753998
313,0.007456969575447281
314,-0.004791686342849433
315,0.00030110154950679924
316,-0.0013851029539787563
317,-0.006767131847188357
318,-0.003336238433372607
319,-0.013535778748199667
320,-0.014587160493863993
321,0.00030774677017075813
322,-0.014624548641259616
323,-0.006346875986421474
324,-0.01164806059690171
325,-0.0131321293218859
326,0.005177817349914293
327,-0.00997224608379621
328,0.009943362530784428
329,0.019591638529370625
330,-0.024583160724514053
331,-0.005933997068699903
332,-0.015743481234813284
333,0.01180155066644517
334,0.0008717401566525895
335,-0.005091736898151233
336,-0.009931254893798536
337,-0.007584789867613573
338,-0.0008323690915216231
339,0.011076477596542955
340,-0.010188140334847051
341,-0.004509150538752782
342,-0.013004869588188472
343,-0.0007927231298717752
344,-0.0032240608831434203
345,-0.009489258348798546
346,-0.005117038814008823
347,-0.029059112705243417
348,0.003506242685487826
349,0.00625940440923245
350,-0.0003903468656071274
351,0.005032236059716477
352,-0.0024991529658934253
353,-0.007881079928522605
354,-0.015822772803192664
355,-0.0011458617188865317
356,0.0035089992506521783
357,-0.0017512799573156101
358,-0.010409201642220034
359,0.0014550992607232915
360,0.012389289662088965
361,-0.01684856897445386
362,-0.010002205968054567
363,-0.01060340125502457
364,-0.0083523242311756
365,0.003521613467099116
366,-0.0014713920026757643
367,0.0007723288687060403
368,-0.005547798499375811
369,-0.011531580168182343
370,0.010756413671973775
371,0.0043897752131959455
372,-0.005037863129505493
373,-0.006618968718939411
374,-0.008978332128526278
375,-0.003559151995773724
376,-0.0022935430980884908
377,0.0005112630466717061
378,0.005466472283555679
379,-0.00860975406568476
380,-0.003352368201914313
381,0.0009914674466814377
382,-0.012137650868358496
383,-0.014587244302679436
384,-0.003975392615096163
385,0.005088951196115188
386,-0.020363218734354205
387,-0.009259112823123528
388,-0.008554836636175067
389,0.0036931302494297436
390,-0.007042348710729063
391,-0.00048401755815952185
392,-0.009676872395101621
393,0.006929270556159661
394,-0.0025124569853782752
395,-0.0030641548384171546
396,-0.01271694112196109
397,-0.005021240239294511
398,-0.0027872494015644955
399,-0.007112238988275288
400,-0.005656088287996908
401,-0.0030800426376920154
402,-0.0009426511449265318
403,-0.006544047364552497
404,-0.0011174925401611358
405,-0.0016169695339638412
406,-0.012216755110249333
407,-0.012329612099892695
408,0.005122066076318821
409,-0.04091968671668278
410,-0.0032119784516192462
411,-0.008551366646255554
412,-0.010378436978428218
413,0.00017076996128773114
414,-0.008728239876035548
415,0.007014770224853861
416,-0.002239358188895202
417,-0.0005523936837074084
418,0.012435303490341054
419,-0.0007847537951214401
420,-0.005212301781962747
421,-0.003058747012793517
422,-0.0018442365909167036
423,-0.015095097062607699
424,-0.010622707147204924
425,-0.002027436585402609
426,-0.012094325080740487
427,-0.007888538098934972
428,0.012535231344629194
429,-0.009820563217930789
430,-0.0013636368267747612
431,-0.04129345061526424
432,-0.0038509858268723773
433,-0.005265514403908544
434,-0.0023004875413626946
435,-0.005563466325661293
436,-0.007144990478013091
437,-0.010861654160664203
438,-0.004667771776359797
439,-0.02049510990171599
440,-0.014723319381005684
441,1.1427178993050902e-05
442,-0.0219108867610619
443,-0.004269553966625206
444,-0.008510918135629875
445,0.004444899935035274
446,-0.0023608408348106957
447,-0.0017949564923919192
448,0.0021026973699059814
449,-0.0013474971594679142
450,0.025347750516212963
451,0.004228035984236267
452,-0.005182292483456585
453,0.007258778085243445
454,-0.03256538025240785
455,0.0008059773435965534
456,-0.013714539301085016
457,-0.011082422211420084
458,-0.01649594570422752
459,-0.0012945172396767735
460,-0.002947452443412213
461,0.011148399316934787
462,0.012323743364935025
463,0.005270658412999452
464,-0.003388683363022893
465,-0.015498948989252193
466,-0.00662525339253317
467,-0.008056301250731202
468,-0.0043827671692894254
469,-0.0030376585028059067
470,-0.007494376211491183
471,-0.004746605750885924
472,-0.007937127249146414
473,-0.0030653882911768626
474,-0.004872006397818374
475,-0.007263174616187973
476,-0.00718899367544934
477,0.008425690052019319
478,-0.0017910477460111318
479,-0.007810321719757707
480,-0.012439207529208685
481,0.0015154367308388705
482,-0.006087528500586026
483,-0.0005652932937658672
484,-0.03443774867547089
485,-0.02695552542884394
486,0.0027687650165119093
487,-0.006987291522236427
488,-0.00452629243471836
489,0.006236000939215058
490,0.030930202940253282
491,-0.007891761607446202
492,-0.001184748306590322
493,-0.0013195056615266099
494,0.025004739778321516
495,-0.0015104089070578919
496,-0.004575692157913092
497,0.0013762982922195244
498,-0.004981414245887383
499,0.0014845327483820059
500,0.0019672096170780806
501,-0.0007215401148380485
502,0.0016616717426455319
503,-0.013974243410624587
504,-0.0069122962001814114
505,-0.017740886226837005
506,-0.0013619311081682905
507,0.005264261456838337
508,-0.0015502447720814327
509,-0.0018624920124840072
510,0.0031047281989754483
511,-0.003108042525807986
512,0.01705103052121071
513,0.021205273623957965
514,0.010168161911858764
515,-0.005034413281155392
516,-0.004481163380863351
517,-0.012642379459039899
518,-0.001984303501436746
519,-0.01049127043689102
520,-0.0012099482742279344
521,0.00012803199321198555
522,-0.002376719407500727
523,-0.0047238541123076905
524,-0.011027846297207655
525,-0.018299277344811626
526,0.008127417566006878
527,-0.00626545186695282
528,-0.014512252700409567
529,-0.004563172060686127
530,-0.004016819039386776
531,0.0012000869807170522
532,-0.012012523714563517
533,-0.0035910935848161296
534,-0.002987753194428011
535,-0.0030987858691297054
536,-0.0010369909765837182
537,-0.003044217907213098
538,-0.011990044657290255
539,-0.002268070599487415
540,-0.005450123464311285
541,-0.009009165446413281
542,0.0004792160090200115
543,0.001034595161930718
544,-0.002710229898306382
545,-0.011877306554578415
546,0.0008139112147824701
547,0.00028398663999607
548,0.014764572000858789
549,0.0018857085185111089
550,-0.029927156851595416
551,-0.007686483397458477
552,-0.016567920653333568
553,0.012860813139427996
554,-0.0031705662792701483
555,0.009566382642092197
556,-0.008357791967863126
557,-0.011770853352400468
558,0.0006308362725168104
559,-0.010040239724355082
560,-0.010505868068468205
561,-0.0034494714611258415
562,-0.004803289275679412
563,-0.0033278093768479566
564,-0.006367295277336926
565,-0.0060971406246786986
566,-0.024482083199031335
567,-0.002913686260878845
568,-0.0036933310653545215
569,0.006335222170355981
570,-0.0023039960064258347
571,0.003712524635505754
572,-0.002264645920574071
573,-0.0004067998464672984
574,-0.012024268801605897
575,0.011131381688150532
576,-0.004092932081174561
577,-0.012246119565697877
578,-0.011008316457403411
579,-0.02365845257823851
580,0.0038276830244944327
581,-0.014952913267164969
582,0.011512942926819814
583,-0.007453880121869649
584,-0.013525681809805623
585,-0.004022228569621644
586,-0.004862954495911009
587,-0.000688575974075456
588,0.019883466282089146
589,-0.004601690555391613
590,-0.010820641656775654
591,0.0019271027441533084
592,0.005576414277319475
593,-0.0010903925128790126
594,0.02302889266910879
595,-0.004085354993860313
596,-0.00020821098988732523
597,-0.012527689545503207
598,0.009606090795386213
599,-0.0048383851991055105
600,-0.004796663684915159
601,-0.005510064793433078
602,-0.001989225368963843
603,-0.005987389006964938
604,-0.011947854064578212
605,-0.004113978484988734
606,0.004439314941365846
607,-0.005690170820023321
608,-0.0012322362661238984
609,-0.0033349035119295545
610,-0.004679394050088326
611,6.944535307207289e-05
612,0.001171932857860769
613,-0.01635085712889217
614,0.009195956548948003
615,0.0017503666300423548
616,-0.002273497886978615
617,-0.029153145434715144
618,-0.026940869216917518
619,-0.0015490628574342802
620,0.0013680994390877776
621,-0.0036473325400142587
622,-0.0055553307555905596
623,-0.00021775760190911875
624,-0.00023885698162484648
625,-0.011274337568005888
626,0.009033591018155707
627,-0.0020292303081771434
628,0.00042467821560099317
629,-0.013612503992739944
630,-0.007255179486093666
631,0.01914720990237051
632,-0.004469904692510629
633,-0.0032193175109009875
634,0.003239293015382505
635,-0.007055290242055423
636,-0.015316354207262184
637,0.0007802722098780857
638,0.0014872213384246047
639,0.0017688611728855497
640,-0.008155113046980245
641,-0.013338666915657882
642,-0.010000914117931248
643,-0.004526605846551401
644,-0.0016279596454397138
645,-0.01034064472142282
646,-0.005636714755260064
647,-0.0002022147248325057
648,0.00041296610054109006
649,-0.003065231990295847
650,-0.009842580325440164
651,-0.007897806726233303
652,0.0024531568137183823
653,0.02663503659546873
654,-0.022013671071098417
655,0.0005633811234807551
656,-0.004017377923920207
657,-0.00890091665423387
658,-0.01338679522092645
659,-0.018285316647177252
660,-0.0058496497822656535
661,0.000778693679784781
662,-0.013835433109686934
663,-0.008695868574348897
664,0.005023041231418168
665,-0.006763082836464318
666,-0.012544410811507922
667,-0.005304611927154146
668,0.006787276944942966
669,-0.005558963611999368
670,-0.006221083245620207
671,-0.0028519105512868625
672,-0.0071426129263605365
673,-0.004253216814680827
674,-0.02480048163855486
675,-0.0060864288147916
676,-0.000506759389999778
677,-0.002120069228019328
678,-0.009385448136618346
679,-0.0021062487543729302
680,-0.0001626447523789265
681,-0.0019560954178964307
682,-0.011488452776284741
683,0.001412777628415518
684,0.026624346695290457
685,-0.009506982273791098
686,-0.023667056676016318
687,-0.01949326492489889
688,0.005630919696072101
689,-0.010654031383739215
690,-0.0009628435935804536
691,0.0006085193200012773
692,-0.004767012022255934
693,0.0014772670172833458
694,-0.004339332595126533
695,-0.005442691882784678
696,-0.0004931467362349062
697,-6.278021603300932e-05
698,0.01806496730728646
699,-0.008401814471197588
700,-0.0016159308833215702
701,-0.002396486622698757
702,-0.0013514001330625636
703,0.00508748555823213
704,-0.02012539067143837
705,0.011138703899343683
706,-0.005860718657670461
707,-0.01424567481503336
708,-0.0032109089678146185
709,-0.014894535737407955
710,-0.005029525208126162
711,-0.00517328081482471
712,0.0018977738705189262
713,0.002785557592219212
714,-0.030511917061047722
715,-0.002676105153022079
716,-0.00331421528439646
717,-0.0026208648376938593
718,-0.004008939244178444
719,-0.008899136199898128
720,0.0038915841924358485
721,-0.003906613843516316
722,-0.029540383972653905
723,-0.010050461089819662
724,-0.0010301034349921023
725,-0.0025321692352585634
726,-0.015846568390353366
727,-0.019537852877411388
728,-0.004454366050642977
729,-0.001270180814650801
730,-0.008371527937897194
731,-0.0037096119271075034
732,-0.007472829033979056
733,-0.020059166879721535
734,-0.01472823451158245
735,-0.0027375198497029407
736,-0.004999130668624452
737,-0.001144746380581485
738,-0.006381349935479563
739,-0.002216028061444719
740,0.00038875597788867733
741,-0.004561872282483059
742,-0.011400199910307163
743,-0.005741666282756186
744,-0.0044643405060461605
745,-0.006242467522295514
746,0.004010413701972193
747,0.006945684775153782
748,-0.00730724228686197
749,-0.00516653755000529
750,-0.013804871182775957
751,-0.002899556493186073
752,-0.010695294521704923
753,-0.005505615143226228
754,0.0010493905799723313
755,0.014066114171946476
756,-0.013786080653062638
757,0.0071033786759736595
758,-0.006144169977912117
759,-0.008977916249856999
760,-0.007728754640065838
761,-0.005843834302144413
762,-0.014931447399469722
763,-0.012707506679850655
764,-0.0007636176308744025
765,-0.0042721658249466055
766,-0.007064632384576219
767,-0.004853377954987637
768,-0.004983415045887063
769,0.006986404988919781
770,0.006756781490367403
771,-0.003318012596055464
772,0.007153628083934049
773,0.0036092293237518502
774,-0.003651834292506373
775,-0.019866170923220516
776,0.0022976950613095015
777,-0.016367748321266085
778,-0.0034255241692818794
779,-0.0003620061562384924
780,-0.010113112002786862
781,-0.007862396254299076
782,0.0025453130216624986
783,0.015462226639264443
784,0.005680128887967872
785,0.0021608051521878613
786,-0.005517477299973872
787,-0.002581673791672956
788,-0.028589385145934787
789,-0.003998685733549667
790,-0.011247633755771425
791,0.004939630646251247
792,-0.003508268421940741
793,-0.008122147117248013
794,-0.022200805631395037
795,0.002504802217414448
796,-0.007416537356438879
797,-0.005496961832082037
798,-0.002152751304275835
799,-0.008088242825674441
800,-0.01023671239843238
801,0.0034932116283900028
802,-0.015818735932693895
803,-0.008269341475939718
804,0.002306649437966435
805,-0.0025906623428967324
806,0.0013588894607304836
807,-0.012878278984290614
808,0.0014075078045033829
809,-0.009074694713182008
810,-0.006153306752280874
811,0.01801260752184508
812,-0.014409678834567563
813,0.007950836209212775
814,-0.002723317170316597
815,0.011319066948524581
816,-0.017013961145356693
817,-0.011646042789271394
818,-0.017300263181762143
819,-0.0042991112220422956
820,0.001501738650246165
821,-0.0037505444628608275
822,0.008460895957235981
823,0.00611473601425383
824,-0.009341050242100413
825,-0.006551243908826554
826,-0.0008661537296311694
827,0.002721499807060712
828,-0.015486695138184348
829,0.0001306290313470848
830,0.006049288301352429
831,0.0007597694769471142
832,-0.015857873877336837
833,0.00160012657529629
834,-0.01159057225502369
835,-0.002213236204043789
836,-0.0026988100820278804
837,-0.014820573038544782
838,0.004574337587698429
839,0.00019095338319541355
840,-0.015525116765093272
841,-0.009265163187418657
842,-0.0014707521792296507
843,0.0004805265860646779
844,-0.014063976187411398
845,-0.011514471641900559
846,-0.0020365087814451233
847,-0.0014877746797464786
848,-0.00031259701819930097
849,-0.011692295185604773
850,-0.0030811547178803966
851,0.002699539598249201
852,-0.001974356514165332
853,-0.0019045328697684383
854,-0.0009410115995637236
855,-0.003365466110971993
856,-0.0016982186694113333
857,0.011478370632205581
858,0.0009437938204360785
859,-0.013960249861317053
860,-0.00395107435567843
861,-0.01641203086186327
862,-0.004598507959986731
863,0.0009107733486074521
864,-0.009141341719146712
865,-0.010989898749370064
866,-0.01238368149002056
867,-0.0026296067820861246
868,-0.006816755757692805
869,-0.005594231723032195
870,-0.009614546350232511
871,-8.878948385160346e-05
872,-0.005096492100307604
873,-0.0024054510530880924
874,-0.011512163467395031
875,-0.00682515997059141
876,0.003621888085098335
877,-0.0006888190719152032
878,0.0017044815399009927
879,-0.0026041272334281773
880,-0.0024594637243450235
881,0.013564328430388017
882,-0.0018549352183475643
883,-0.002626457262540849
884,-0.0025921706329185
885,-0.012511992466845534
886,0.0007709276725033076
887,-0.015688718954785408
888,-0.007202104324928071
889,0.0009406507268111541
890,0.012505723278763314
891,-0.0028476023896137903
892,0.018352543360923956
893,-0.0010010224494475528
894,-0.0057792985520696005
895,-0.011151097545956667
896,-0.0005983207301799576
897,-0.007827034205601602
898,-0.012810137433892588
899,-0.01174287031045318
900,-0.005104806086603131
901,-0.008526241464615558
902,-0.00807046327636085
903,-0.008308432982307656
904,-0.004258598912271094
905,0.018395560366029517
906,0.004532597152747342
907,-0.006003799098998397
908,0.00014252113412094314
909,-0.00878033791517241
910,-0.007480567805630889
911,-0.0066375626724456405
912,-0.020710712423283373
913,-0.01609591198077376
914,-0.002487148525819438
915,-0.0020704987487579762
916,-0.009181519196788224
917,0.014391745776827558
918,-0.011553559301881067
919,0.008074466287532167
920,0.0038075552545574487
921,-0.0019678906843120236
922,-0.00044282453049382386
923,-0.00783595675146398
924,-0.005915269280924229
925,0.003234262735102189
926,-0.011246051512807331
927,0.0006866075319241771
928,-0.013040707914813154
929,0.012194629813045532
930,-0.013249985516671225
931,-0.004874041107381655
932,0.0027759254937301803
933,-0.01602796136303819
934,-0.006899908131330457
935,-0.0022616092479458283
936,0.004970240900127321
937,-0.016919699418126877
938,-0.0052488225164212254
939,0.0010563956109872485
940,-0.016582498160976233
941,-0.0026694573880788885
942,-0.0013210399001797324
943,-0.001928410667621061
944,-0.014660056983733738
945,-0.007861953774821573
946,0.005800110479064813
947,0.0005190895524364025
948,-0.007633029976320649
949,-0.003028919867332669
950,-0.003345637485708264
951,0.004369956872788294
952,-0.01072388568083571
953,-0.009824968809242551
954,-0.007853122994865513
955,0.0021544041820967808
956,-0.012689375588669338
957,-0.0008355280764898998
958,0.004088204747704549
959,-0.016250000328201786
960,-0.0008144794751737683
961,-0.0009566338586090017
962,-0.005028775456378587
963,-0.008177276873379324
964,0.01806009506294859
965,-0.005592867724006578
966,-0.010405856651952816
967,-0.012709842734813459
968,-0.018436519970697174
969,-0.013820412827404982
970,0.005306459320928436
971,-0.03617013766200372
972,-0.003265790381897782
973,-0.004981856468679324
974,-0.0036830930127865757
975,0.019211300977627244
976,-0.00789245214561174
977,-0.004184401702686524
978,-0.011257549111511334
979,0.004395230669668737
980,-0.005641544262476761
981,0.003921134111126379
982,-0.006265783100130484
983,-0.003950487538983638
984,0.008362523373955377
985,-0.004478883114643284
986,-0.0006310224214067794
987,0.008222538855817363
988,-0.006268398952834153
989,-0.018052852200477698
990,0.0082121948909063
991,-0.008920955138201792
992,-0.010538703652327563
993,0.0016846349268826444
994,0.008344853881609438
995,-0.0032166542284044475
996,-4.9140656452340004e-05
997,-0.002389951558103842
998,-0.007067470462015835
