"model","condition_label","graph_id","layer","R","R_z","R_z_clip"
"Qwen","Stable positive",33,10,-0.397815495729446,-0.640312125516556,-0.640312125516556
"Qwen","Stable positive",33,11,-0.187148332595825,-0.580506029943277,-0.580506029943277
"Qwen","Stable positive",33,12,0.212335109710693,-0.467097064943011,-0.467097064943011
"Qwen","Stable positive",33,13,0.133124887943268,-0.489583977582541,-0.489583977582541
"Qwen","Stable positive",33,14,0.38049703836441,-0.419357738950036,-0.419357738950036
"Qwen","Stable positive",33,15,0.561698615550995,-0.367916599846757,-0.367916599846757
"Qwen","Stable positive",33,16,1.25152397155762,-0.172082752005764,-0.172082752005764
"Qwen","Stable positive",33,17,2.56651782989502,0.201229572516873,0.201229572516873
"Qwen","Stable positive",33,18,1.38164353370667,-0.135143236354228,-0.135143236354228
"Qwen","Stable positive",33,19,1.59705305099487,-0.0739908384830833,-0.0739908384830833
"Qwen","Stable positive",33,20,2.93246364593506,0.305117573490477,0.305117573490477
"Qwen","Stable positive",33,21,3.98622703552246,0.604269434900002,0.604269434900002
"Qwen","Stable positive",33,22,6.90670919418335,1.43336226789242,1.43336226789242
"Qwen","Stable positive",33,23,7.88970184326172,1.71242309276964,1.71242309276964
"Qwen","Stable positive",33,24,9.85844135284424,2.2713266329208,2.2713266329208
"Qwen","Stable positive",33,25,13.4273872375488,3.28451120094538,2.5
"Qwen","Stable positive",33,26,16.192289352417,4.06943656697257,2.5
"Qwen","Stable positive",33,27,3.31148672103882,0.412718064791326,0.412718064791326
"Qwen","Stable positive",34,0,-0.123948782682419,-0.742872089056864,-0.742872089056864
"Qwen","Stable positive",34,1,0.298360526561737,-0.499792746495335,-0.499792746495335
"Qwen","Stable positive",34,2,0.276084065437317,-0.512614977514616,-0.512614977514616
"Qwen","Stable positive",34,3,0.0262908339500427,-0.656394840181915,-0.656394840181915
"Qwen","Stable positive",34,4,0.006386399269104,-0.667851743428876,-0.667851743428876
"Qwen","Stable positive",34,5,0.59745466709137,-0.327635501905883,-0.327635501905883
"Qwen","Stable positive",34,6,0.965800523757935,-0.115617280394203,-0.115617280394203
"Qwen","Stable positive",34,7,1.03817892074585,-0.0739566000105079,-0.0739566000105079
"Qwen","Stable positive",34,8,0.798387050628662,-0.211979723971497,-0.211979723971497
"Qwen","Stable positive",34,9,0.968622446060181,-0.11399299458526,-0.11399299458526
"Qwen","Stable positive",34,10,1.53993964195251,0.214854618601772,0.214854618601772
"Qwen","Stable positive",34,11,1.81165969371796,0.371255460586864,0.371255460586864
"Qwen","Stable positive",34,12,1.94004654884338,0.445154358040219,0.445154358040219
"Qwen","Stable positive",34,13,1.06079840660095,-0.0609369254961597,-0.0609369254961597
"Qwen","Stable positive",34,14,1.39939308166504,0.133956649444734,0.133956649444734
"Qwen","Stable positive",34,15,1.29962849617004,0.0765326018989895,0.0765326018989895
"Qwen","Stable positive",34,16,1.44267010688782,0.158866710882877,0.158866710882877
"Qwen","Stable positive",34,17,1.49314117431641,0.187917630719046,0.187917630719046
"Qwen","Stable positive",34,18,1.65331947803497,0.280115543263805,0.280115543263805
"Qwen","Stable positive",34,19,1.31144976615906,0.0833368718363839,0.0833368718363839
"Qwen","Stable positive",34,20,2.59861373901367,0.824222676249221,0.824222676249221
"Qwen","Stable positive",34,21,4.16034984588623,1.72315096838806,1.72315096838806
"Qwen","Stable positive",34,22,3.50589966773987,1.34645238381786,1.34645238381786
"Qwen","Stable positive",34,23,2.97736263275146,1.04222883919758,1.04222883919758
"Qwen","Stable positive",34,24,3.61329078674316,1.4082662298138,1.4082662298138
"Qwen","Stable positive",34,25,5.42632865905762,2.45184268999208,2.45184268999208
"Qwen","Stable positive",34,26,9.27832412719727,4.66903398899808,2.5
"Qwen","Stable positive",34,27,0.110576629638672,-0.607880314561021,-0.607880314561021
"Qwen","Stable positive",35,0,0.439482629299164,1.18775658112335,1.18775658112335
"Qwen","Stable positive",35,1,-0.0946314111351967,0.754559402528157,0.754559402528157
"Qwen","Stable positive",35,2,-0.283170074224472,0.601643712762798,0.601643712762798
"Qwen","Stable positive",35,3,-0.348319172859192,0.548804050106432,0.548804050106432
"Qwen","Stable positive",35,4,-0.481785535812378,0.440555160371831,0.440555160371831
"Qwen","Stable positive",35,5,-0.835529625415802,0.153648376501656,0.153648376501656
"Qwen","Stable positive",35,6,-1.30650782585144,-0.228342007878871,-0.228342007878871
"Qwen","Stable positive",35,7,-1.23936724662781,-0.173887140028418,-0.173887140028418
"Qwen","Stable positive",35,8,-1.15037715435028,-0.101711061552369,-0.101711061552369
"Qwen","Stable positive",35,9,-0.214797258377075,0.657097995323155,0.657097995323155
"Qwen","Stable positive",35,10,0.111157655715942,0.921466161004591,0.921466161004591
"Qwen","Stable positive",35,11,-0.0839144289493561,0.763251490910978,0.763251490910978
"Qwen","Stable positive",35,12,-0.693360209465027,0.268955942320964,0.268955942320964
"Qwen","Stable positive",35,13,-0.230833545327187,0.644091645113223,0.644091645113223
"Qwen","Stable positive",35,14,-0.828124582767487,0.159654291605514,0.159654291605514
"Qwen","Stable positive",35,15,-1.44867193698883,-0.343645271189693,-0.343645271189693
"Qwen","Stable positive",35,16,-2.48731184005737,-1.18604191595823,-1.18604191595823
"Qwen","Stable positive",35,17,-2.36402225494385,-1.08604697783993,-1.08604697783993
"Qwen","Stable positive",35,18,-1.87716114521027,-0.69117464133892,-0.69117464133892
"Qwen","Stable positive",35,19,-0.918159127235413,0.0866311023856795,0.0866311023856795
"Qwen","Stable positive",35,20,-1.88686335086823,-0.699043687645511,-0.699043687645511
"Qwen","Stable positive",35,21,-0.779639720916748,0.198978300652789,0.198978300652789
"Qwen","Stable positive",35,22,0.427359163761139,1.17792375392113,1.17792375392113
"Qwen","Stable positive",35,23,0.318142592906952,1.08934283904497,1.08934283904497
"Qwen","Stable positive",35,24,1.49915063381195,2.04720822450127,2.04720822450127
"Qwen","Stable positive",35,25,-0.800072491168976,0.182406149849656,0.182406149849656
"Qwen","Stable positive",35,26,0.250342786312103,1.03435329991527,1.03435329991527
"Qwen","Stable positive",35,27,0.0953468084335327,0.908642655319608,0.908642655319608
"Qwen","Stable positive",36,0,0.185944154858589,-0.654971977566236,-0.654971977566236
"Qwen","Stable positive",36,1,0.360753208398819,-0.578263591206711,-0.578263591206711
"Qwen","Stable positive",36,2,0.265807867050171,-0.619926787589918,-0.619926787589918
"Qwen","Stable positive",36,3,-0.0897475779056549,-0.775948937996605,-0.775948937996605
"Qwen","Stable positive",36,4,-0.627822816371918,-1.01206304334107,-1.01206304334107
"Qwen","Stable positive",36,5,-0.726864516735077,-1.05552377299609,-1.05552377299609
"Qwen","Stable positive",36,6,-0.148186981678009,-0.801592875037648,-0.801592875037648
"Qwen","Stable positive",36,7,0.378528386354446,-0.570463622094037,-0.570463622094037
"Qwen","Stable positive",36,8,0.18134394288063,-0.656990607783576,-0.656990607783576
"Qwen","Stable positive",36,9,0.368876695632935,-0.574698903996744,-0.574698903996744
"Qwen","Stable positive",36,10,0.50153911113739,-0.516484986480386,-0.516484986480386
"Qwen","Stable positive",36,11,0.750240385532379,-0.407351774795748,-0.407351774795748
"Qwen","Stable positive",36,12,1.24558210372925,-0.18998966951616,-0.18998966951616
"Qwen","Stable positive",36,13,1.98928928375244,0.136358288717268,0.136358288717268
"Qwen","Stable positive",36,14,1.95021498203278,0.119211999252627,0.119211999252627
"Qwen","Stable positive",36,15,2.19068789482117,0.224734503548591,0.224734503548591
"Qwen","Stable positive",36,16,2.21888303756714,0.237106882778493,0.237106882778493
"Qwen","Stable positive",36,17,2.74413061141968,0.467592049384646,0.467592049384646
"Qwen","Stable positive",36,18,2.94386506080627,0.555238009376804,0.555238009376804
"Qwen","Stable positive",36,19,3.03162145614624,0.593746606860333,0.593746606860333
"Qwen","Stable positive",36,20,3.3032341003418,0.712933612505268,0.712933612505268
"Qwen","Stable positive",36,21,4.08659839630127,1.0566836063286,1.0566836063286
"Qwen","Stable positive",36,22,4.35856056213379,1.17602398641397,1.17602398641397
"Qwen","Stable positive",36,23,3.93883228302002,0.991841998420604,0.991841998420604
"Qwen","Stable positive",36,24,3.89119100570679,0.970936413539306,0.970936413539306
"Qwen","Stable positive",36,25,6.56487989425659,2.14418434386374,2.14418434386374
"Qwen","Stable positive",36,26,12.8615493774414,4.90724120912624,2.5
"Qwen","Stable positive",36,27,0.146902322769165,-0.672104018953383,-0.672104018953383
"Qwen","Stable positive",37,0,0.377192854881287,-0.304703883176823,-0.304703883176823
"Qwen","Stable positive",37,1,0.126568377017975,-0.457248008732872,-0.457248008732872
"Qwen","Stable positive",37,2,-0.325583577156067,-0.732453068733257,-0.732453068733257
"Qwen","Stable positive",37,3,0.179911330342293,-0.424780493034453,-0.424780493034453
"Qwen","Stable positive",37,4,0.0126688927412033,-0.526573628394655,-0.526573628394655
"Qwen","Stable positive",37,5,0.521184206008911,-0.217062664199893,-0.217062664199893
"Qwen","Stable positive",37,6,0.773622453212738,-0.0634145768107141,-0.0634145768107141
"Qwen","Stable positive",37,7,0.970924317836761,0.0566744131644163,0.0566744131644163
"Qwen","Stable positive",37,8,1.0778112411499,0.121731794586961,0.121731794586961
"Qwen","Stable positive",37,9,0.858033061027527,-0.0120375426656927,-0.0120375426656927
"Qwen","Stable positive",37,10,0.644781410694122,-0.141834467534441,-0.141834467534441
"Qwen","Stable positive",37,11,0.422093868255615,-0.277374606004212,-0.277374606004212
"Qwen","Stable positive",37,12,0.974345684051514,0.0587568486946003,0.0587568486946003
"Qwen","Stable positive",37,13,0.212606459856033,-0.404880401933473,-0.404880401933473
"Qwen","Stable positive",37,14,0.738799452781677,-0.0846098095959619,-0.0846098095959619
"Qwen","Stable positive",37,15,0.555743098258972,-0.196028182478812,-0.196028182478812
"Qwen","Stable positive",37,16,-0.0731428861618042,-0.578803493916041,-0.578803493916041
"Qwen","Stable positive",37,17,-0.472030878067017,-0.82158911660839,-0.82158911660839
"Qwen","Stable positive",37,18,-0.704517483711243,-0.963093514996939,-0.963093514996939
"Qwen","Stable positive",37,19,-0.0598267912864685,-0.57069857110125,-0.57069857110125
"Qwen","Stable positive",37,20,0.130009323358536,-0.455153655639028,-0.455153655639028
"Qwen","Stable positive",37,21,0.334307372570038,-0.330806395006441,-0.330806395006441
"Qwen","Stable positive",37,22,2.4377965927124,0.949495219739241,0.949495219739241
"Qwen","Stable positive",37,23,4.17105388641357,2.00445290178772,2.00445290178772
"Qwen","Stable positive",37,24,5.26652574539185,2.67121856739137,2.5
"Qwen","Stable positive",37,25,6.59737777709961,3.48124981873655,2.5
"Qwen","Stable positive",37,26,5.80171298980713,2.99696356606068,2.5
"Qwen","Stable positive",37,27,0.365830898284912,-0.311619407743203,-0.311619407743203
"Qwen","Stable positive",38,0,-0.723441958427429,-0.160156238998195,-0.160156238998195
"Qwen","Stable positive",38,1,-0.436067372560501,0.0622915792075085,0.0622915792075085
"Qwen","Stable positive",38,2,-0.333350539207458,0.141801517093817,0.141801517093817
"Qwen","Stable positive",38,3,-0.428383141756058,0.0682397056637185,0.0682397056637185
"Qwen","Stable positive",38,4,-0.457464009523392,0.0457291013705207,0.0457291013705207
"Qwen","Stable positive",38,5,-0.431618124246597,0.0657356053279728,0.0657356053279728
"Qwen","Stable positive",38,6,-0.78444766998291,-0.207378881851824,-0.207378881851824
"Qwen","Stable positive",38,7,-0.769809544086456,-0.196047959326216,-0.196047959326216
"Qwen","Stable positive",38,8,-0.374024897813797,0.110316748523899,0.110316748523899
"Qwen","Stable positive",38,9,-0.20838662981987,0.238532231516131,0.238532231516131
"Qwen","Stable positive",38,10,-0.852601289749146,-0.2601345003561,-0.2601345003561
"Qwen","Stable positive",38,11,-0.200584605336189,0.244571538432386,0.244571538432386
"Qwen","Stable positive",38,12,0.0282023847103119,0.421668502717394,0.421668502717394
"Qwen","Stable positive",38,13,-0.45410692691803,0.0483277156454966,0.0483277156454966
"Qwen","Stable positive",38,14,-0.859437346458435,-0.265426081361861,-0.265426081361861
"Qwen","Stable positive",38,15,-0.909514009952545,-0.304188884633701,-0.304188884633701
"Qwen","Stable positive",38,16,0.00655782222747803,0.404914113369434,0.404914113369434
"Qwen","Stable positive",38,17,-0.575556397438049,-0.0456825798645122,-0.0456825798645122
"Qwen","Stable positive",38,18,-0.649048209190369,-0.102570328413919,-0.102570328413919
"Qwen","Stable positive",38,19,-0.827336549758911,-0.2405778430706,-0.2405778430706
"Qwen","Stable positive",38,20,1.16270661354065,1.29985329309171,1.29985329309171
"Qwen","Stable positive",38,21,0.335043013095856,0.659184385046801,0.659184385046801
"Qwen","Stable positive",38,22,1.17199420928955,1.3070425349813,1.3070425349813
"Qwen","Stable positive",38,23,2.21684622764587,2.11583030975975,2.11583030975975
"Qwen","Stable positive",38,24,2.57274103164673,2.39131751897802,2.39131751897802
"Qwen","Stable positive",38,25,1.96337246894836,1.91962407800629,1.91962407800629
"Qwen","Stable positive",38,26,2.4326114654541,2.28284753659727,2.28284753659727
"Qwen","Stable positive",38,27,2.77761220932007,2.54990198931031,2.5
"Qwen","Stable positive",39,0,-0.556804418563843,-0.685300192628713,-0.685300192628713
"Qwen","Stable positive",39,1,-0.248062312602997,-0.597380662094199,-0.597380662094199
"Qwen","Stable positive",39,2,-0.384045600891113,-0.636104200724032,-0.636104200724032
"Qwen","Stable positive",39,3,-0.0250715017318726,-0.533880261511369,-0.533880261511369
"Qwen","Stable positive",39,4,-0.129215925931931,-0.563537145709139,-0.563537145709139
"Qwen","Stable positive",39,5,-0.170573681592941,-0.575314465327923,-0.575314465327923
"Qwen","Stable positive",39,6,-0.373642891645432,-0.633141853523863,-0.633141853523863
"Qwen","Stable positive",39,7,-0.369913369417191,-0.632079809063148,-0.632079809063148
"Qwen","Stable positive",39,8,-0.492035269737244,-0.666856083295998,-0.666856083295998
"Qwen","Stable positive",39,9,-0.262093067169189,-0.601376156491264,-0.601376156491264
"Qwen","Stable positive",39,10,-0.393199890851974,-0.638711039442162,-0.638711039442162
"Qwen","Stable positive",39,11,-0.17929470539093,-0.577797924186614,-0.577797924186614
"Qwen","Stable positive",39,12,0.220296651124954,-0.464007534757251,-0.464007534757251
"Qwen","Stable positive",39,13,0.131405830383301,-0.489320697677196,-0.489320697677196
"Qwen","Stable positive",39,14,0.380656540393829,-0.418342347181979,-0.418342347181979
"Qwen","Stable positive",39,15,0.554730653762817,-0.368771802607297,-0.368771802607297
"Qwen","Stable positive",39,16,1.26535892486572,-0.166408397118819,-0.166408397118819
"Qwen","Stable positive",39,17,2.55698323249817,0.201403445067727,0.201403445067727
"Qwen","Stable positive",39,18,1.3640239238739,-0.138311871813367,-0.138311871813367
"Qwen","Stable positive",39,19,1.55560684204102,-0.0837553992801999,-0.0837553992801999
"Qwen","Stable positive",39,20,2.83110857009888,0.279465265999032,0.279465265999032
"Qwen","Stable positive",39,21,3.95679569244385,0.600023691346659,0.600023691346659
"Qwen","Stable positive",39,22,6.91029167175293,1.44108156755795,1.44108156755795
"Qwen","Stable positive",39,23,7.88430881500244,1.71844940405877,1.71844940405877
"Qwen","Stable positive",39,24,9.87398147583008,2.28504230758554,2.28504230758554
"Qwen","Stable positive",39,25,13.4532423019409,3.30429729554029,2.5
"Qwen","Stable positive",39,26,16.2946300506592,4.11343045914419,2.5
"Qwen","Stable positive",39,27,3.36265873908997,0.430833156581359,0.430833156581359
"Qwen","Stable positive",40,0,-0.122954070568085,-0.755061450874642,-0.755061450874642
"Qwen","Stable positive",40,1,0.299479246139526,-0.505810686611952,-0.505810686611952
"Qwen","Stable positive",40,2,0.283076763153076,-0.515488738172947,-0.515488738172947
"Qwen","Stable positive",40,3,0.0329955220222473,-0.663045614049679,-0.663045614049679
"Qwen","Stable positive",40,4,0.0229288339614868,-0.668985320018646,-0.668985320018646
"Qwen","Stable positive",40,5,0.605940341949463,-0.324987680172148,-0.324987680172148
"Qwen","Stable positive",40,6,0.966671407222748,-0.112143450902008,-0.112143450902008
"Qwen","Stable positive",40,7,1.02836835384369,-0.0757400459390704,-0.0757400459390704
"Qwen","Stable positive",40,8,0.800651013851166,-0.210101420348109,-0.210101420348109
"Qwen","Stable positive",40,9,0.980121314525604,-0.104207524586755,-0.104207524586755
