"model","condition_label","graph_id","layer","R","R_z","R_z_clip"
"Llama","Exception negative",69,14,-0.239134296774864,-1.68549203658562,-1.68549203658562
"Llama","Exception negative",69,15,-0.625123918056488,-4.23866162395416,-2.5
"Llama","Exception negative",70,0,-0.0298642124980688,0.152670555384573,0.152670555384573
"Llama","Exception negative",70,1,0.0468509495258331,0.389810938035875,0.389810938035875
"Llama","Exception negative",70,2,0.0264626536518335,0.326787043441716,0.326787043441716
"Llama","Exception negative",70,3,0.0788780748844147,0.488812550786024,0.488812550786024
"Llama","Exception negative",70,4,0.0430364087224007,0.37801950539205,0.37801950539205
"Llama","Exception negative",70,5,0.104794926941395,0.568926208266075,0.568926208266075
"Llama","Exception negative",70,6,0.0332527793943882,0.347776545052078,0.347776545052078
"Llama","Exception negative",70,7,0.0636489242315292,0.44173650326162,0.44173650326162
"Llama","Exception negative",70,8,0.0113203227519989,0.279979371410721,0.279979371410721
"Llama","Exception negative",70,9,0.0442788898944855,0.381860238472864,0.381860238472864
"Llama","Exception negative",70,10,0.12161722779274,0.620926969989297,0.620926969989297
"Llama","Exception negative",70,11,0.0301880091428757,0.338302788222163,0.338302788222163
"Llama","Exception negative",70,12,0.0366082526743412,0.358148917300166,0.358148917300166
"Llama","Exception negative",70,13,0.0189107172191143,0.303442647781633,0.303442647781633
"Llama","Exception negative",70,14,-0.69860053062439,-1.91451384714448,-1.91451384714448
"Llama","Exception negative",70,15,-1.14735794067383,-3.30170382535993,-2.5
"Llama","Exception negative",71,0,0.0122883347794414,-0.889061447797054,-0.889061447797054
"Llama","Exception negative",71,1,0.0679910928010941,-0.633681936681987,-0.633681936681987
"Llama","Exception negative",71,2,0.0586072914302349,-0.676703695237629,-0.676703695237629
"Llama","Exception negative",71,3,0.0538789555430412,-0.698381618380859,-0.698381618380859
"Llama","Exception negative",71,4,0.0772720277309418,-0.591131788192859,-0.591131788192859
"Llama","Exception negative",71,5,0.101746425032616,-0.478924424684793,-0.478924424684793
"Llama","Exception negative",71,6,0.181869894266129,-0.111583683787479,-0.111583683787479
"Llama","Exception negative",71,7,0.214566558599472,0.0383201710503172,0.0383201710503172
"Llama","Exception negative",71,8,0.157314896583557,-0.224160574525441,-0.224160574525441
"Llama","Exception negative",71,9,0.292730510234833,0.396677144105418,0.396677144105418
"Llama","Exception negative",71,10,0.308869063854218,0.470667303296831,0.470667303296831
"Llama","Exception negative",71,11,0.401087552309036,0.89345987827503,0.89345987827503
"Llama","Exception negative",71,12,0.389794081449509,0.841682889678213,0.841682889678213
"Llama","Exception negative",71,13,0.517880737781525,1.42891965920619,1.42891965920619
"Llama","Exception negative",71,14,-0.0558225549757481,-1.20132831473623,-1.20132831473623
"Llama","Exception negative",71,15,0.833087027072906,2.87404070740163,2.5
"Llama","Update negative",0,0,0.0238429363816977,0.186757300388683,0.186757300388683
"Llama","Update negative",0,1,0.0298774465918541,0.216706864357071,0.216706864357071
"Llama","Update negative",0,2,-0.0368450656533241,-0.114440168132036,-0.114440168132036
"Llama","Update negative",0,3,0.00797748565673828,0.108016306533912,0.108016306533912
"Llama","Update negative",0,4,-0.0149962771683931,-0.00600358163659969,-0.00600358163659969
"Llama","Update negative",0,5,0.0195286124944687,0.165345103749519,0.165345103749519
"Llama","Update negative",0,6,-0.0348070785403252,-0.104325540219934,-0.104325540219934
"Llama","Update negative",0,7,-0.0526468753814697,-0.192865308663387,-0.192865308663387
"Llama","Update negative",0,8,-0.0924472063779831,-0.390396262731023,-0.390396262731023
"Llama","Update negative",0,9,-0.281406581401825,-1.32821071537348,-1.32821071537348
"Llama","Update negative",0,10,-0.230329036712646,-1.07471040818333,-1.07471040818333
"Llama","Update negative",0,11,-0.0883617326617241,-0.370119860480459,-0.370119860480459
"Llama","Update negative",0,12,-0.283124685287476,-1.33673774746649,-1.33673774746649
"Llama","Update negative",0,13,-0.360471129417419,-1.72061186409295,-1.72061186409295
"Llama","Update negative",0,14,0.35632711648941,1.83689225315643,1.83689225315643
"Llama","Update negative",0,15,-0.398908734321594,-1.91137954312209,-1.91137954312209
"Llama","Update negative",1,0,0.00458148960024118,-0.54524192962153,-0.54524192962153
"Llama","Update negative",1,1,0.0104149831458926,-0.526679340925127,-0.526679340925127
"Llama","Update negative",1,2,-0.0755634680390358,-0.800268848414911,-0.800268848414911
"Llama","Update negative",1,3,-0.132432341575623,-0.981229622747875,-0.981229622747875
"Llama","Update negative",1,4,-0.0479171648621559,-0.712296358031161,-0.712296358031161
"Llama","Update negative",1,5,-0.203734368085861,-1.20811770978729,-1.20811770978729
"Llama","Update negative",1,6,-0.0431795306503773,-0.69722087117598,-0.69722087117598
"Llama","Update negative",1,7,-0.106075957417488,-0.897361745836183,-0.897361745836183
"Llama","Update negative",1,8,0.0156915634870529,-0.509888889400671,-0.509888889400671
"Llama","Update negative",1,9,0.0971939712762833,-0.250542468303522,-0.250542468303522
"Llama","Update negative",1,10,0.21608392894268,0.127773778560119,0.127773778560119
"Llama","Update negative",1,11,0.404829114675522,0.728374297574446,0.728374297574446
"Llama","Update negative",1,12,0.532812356948853,1.13562601865039,1.13562601865039
"Llama","Update negative",1,13,0.564501285552979,1.23646242882292,1.23646242882292
"Llama","Update negative",1,14,0.544315457344055,1.17222969699486,1.17222969699486
"Llama","Update negative",1,15,0.0686291456222534,-0.341437762118579,-0.341437762118579
"Llama","Update negative",2,0,-0.00286521343514323,-0.475920001276889,-0.475920001276889
"Llama","Update negative",2,1,0.0342321321368217,-0.356590353405932,-0.356590353405932
"Llama","Update negative",2,2,-0.0115966219455004,-0.504005997374297,-0.504005997374297
"Llama","Update negative",2,3,0.041741631925106,-0.332434825520934,-0.332434825520934
"Llama","Update negative",2,4,-0.00960648432374001,-0.497604395913117,-0.497604395913117
"Llama","Update negative",2,5,-0.0484704896807671,-0.622616792423065,-0.622616792423065
"Llama","Update negative",2,6,0.0426511093974113,-0.329509343256813,-0.329509343256813
"Llama","Update negative",2,7,-0.0254638120532036,-0.548612070585163,-0.548612070585163
"Llama","Update negative",2,8,-0.0193662941455841,-0.528998412152605,-0.528998412152605
"Llama","Update negative",2,9,0.099206954240799,-0.147588266528721,-0.147588266528721
"Llama","Update negative",2,10,0.0603448636829853,-0.272594503775456,-0.272594503775456
"Llama","Update negative",2,11,0.0805999413132668,-0.207440751021594,-0.207440751021594
"Llama","Update negative",2,12,0.0413294434547424,-0.33376069680004,-0.33376069680004
"Llama","Update negative",2,13,0.0614643394947052,-0.268993527685309,-0.268993527685309
"Llama","Update negative",2,14,0.239933624863625,0.305081966140558,0.305081966140558
"Llama","Update negative",2,15,0.852290689945221,2.27482809813071,2.27482809813071
"Llama","Update negative",3,0,-0.0118811428546906,-0.0892030449064581,-0.0892030449064581
"Llama","Update negative",3,1,-0.0708758383989334,-0.432063405951194,-0.432063405951194
"Llama","Update negative",3,2,-0.0114354165270925,-0.0866126104920145,-0.0866126104920145
"Llama","Update negative",3,3,0.0326091386377811,0.169361794436617,0.169361794436617
"Llama","Update negative",3,4,0.0662701576948166,0.364990046105002,0.364990046105002
"Llama","Update negative",3,5,0.0391723662614822,0.207505403314018,0.207505403314018
"Llama","Update negative",3,6,0.0954448878765106,0.534545265115781,0.534545265115781
"Llama","Update negative",3,7,0.0372345522046089,0.196243380160107,0.196243380160107
"Llama","Update negative",3,8,-0.0349188596010208,-0.223091690460524,-0.223091690460524
"Llama","Update negative",3,9,0.0310982093214989,0.16058070376203,0.16058070376203
"Llama","Update negative",3,10,0.0450912192463875,0.241904090393493,0.241904090393493
"Llama","Update negative",3,11,-0.0185603946447372,-0.128020953179697,-0.128020953179697
"Llama","Update negative",3,12,0.00115232169628143,-0.0134562625833123,-0.0134562625833123
"Llama","Update negative",3,13,-0.113330990076065,-0.678800650680493,-0.678800650680493
"Llama","Update negative",3,14,-0.336305201053619,-1.9746632324629,-1.9746632324629
"Llama","Update negative",3,15,-0.860478162765503,-5.02100713244363,-2.5
"Llama","Update negative",4,0,-0.0298226960003376,0.114700167157868,0.114700167157868
"Llama","Update negative",4,1,0.0472321845591068,0.386555066504272,0.386555066504272
"Llama","Update negative",4,2,0.0288583226501942,0.32173082249031,0.32173082249031
"Llama","Update negative",4,3,0.0749545693397522,0.484361539883601,0.484361539883601
"Llama","Update negative",4,4,0.0374828279018402,0.352158668073562,0.352158668073562
"Llama","Update negative",4,5,0.100481912493706,0.574423755973151,0.574423755973151
"Llama","Update negative",4,6,0.0208601057529449,0.293512565142224,0.293512565142224
"Llama","Update negative",4,7,0.0433765985071659,0.372952294681621,0.372952294681621
"Llama","Update negative",4,8,-0.0148922987282276,0.167375631945333,0.167375631945333
"Llama","Update negative",4,9,0.0163420662283897,0.277572612068862,0.277572612068862
"Llama","Update negative",4,10,0.068769246339798,0.462539296446596,0.462539296446596
"Llama","Update negative",4,11,-0.0385620519518852,0.0838671204344031,0.0838671204344031
"Llama","Update negative",4,12,-0.0379217267036438,0.086126231793032,0.086126231793032
"Llama","Update negative",4,13,-0.086346909403801,-0.0847211314525255,-0.0847211314525255
"Llama","Update negative",4,14,-0.679436445236206,-2.17718165953989,-2.17718165953989
"Llama","Update negative",4,15,-1.14889788627625,-3.83347379670699,-2.5
"Llama","Update negative",5,0,0.0139543088153005,-0.919999215987657,-0.919999215987657
"Llama","Update negative",5,1,0.0628628581762314,-0.666638087682244,-0.666638087682244
"Llama","Update negative",5,2,0.0570836402475834,-0.696576190411882,-0.696576190411882
"Llama","Update negative",5,3,0.060168381780386,-0.680596293124114,-0.680596293124114
"Llama","Update negative",5,4,0.086447186768055,-0.54446410827726,-0.54446410827726
"Llama","Update negative",5,5,0.115018837153912,-0.396454288442141,-0.396454288442141
"Llama","Update negative",5,6,0.19875168800354,0.0373072899463893,0.0373072899463893
"Llama","Update negative",5,7,0.238071858882904,0.240997707865742,0.240997707865742
"Llama","Update negative",5,8,0.125701785087585,-0.341113376117603,-0.341113376117603
"Llama","Update negative",5,9,0.217291295528412,0.133348083268165,0.133348083268165
"Llama","Update negative",5,10,0.193291753530502,0.00902317241197129,0.00902317241197129
"Llama","Update negative",5,11,0.237162888050079,0.236288963100044,0.236288963100044
"Llama","Update negative",5,12,0.249004989862442,0.297634644292635,0.297634644292635
"Llama","Update negative",5,13,0.357467472553253,0.859503220490929,0.859503220490929
"Llama","Update negative",5,14,-0.179907321929932,-1.92426129577805,-1.92426129577805
"Llama","Update negative",5,15,0.078664243221283,-0.584782117793254,-0.584782117793254
"Llama","Update negative",6,0,0.0239773839712143,0.232296102586441,0.232296102586441
"Llama","Update negative",6,1,0.0291211623698473,0.259747299098525,0.259747299098525
"Llama","Update negative",6,2,-0.0353479534387589,-0.0843099735656078,-0.0843099735656078
"Llama","Update negative",6,3,0.00755682587623596,0.144663251368913,0.144663251368913
"Llama","Update negative",6,4,-0.011900058016181,0.0408262074975271,0.0408262074975271
"Llama","Update negative",6,5,0.0241649523377419,0.233297113067446,0.233297113067446
"Llama","Update negative",6,6,-0.0394900478422642,-0.106415406309842,-0.106415406309842
"Llama","Update negative",6,7,-0.0575238578021526,-0.202657822429876,-0.202657822429876
"Llama","Update negative",6,8,-0.0753807201981544,-0.29795590892057,-0.29795590892057
"Llama","Update negative",6,9,-0.253968954086304,-1.2510414276343,-1.2510414276343
"Llama","Update negative",6,10,-0.2106973528862,-1.02011055622424,-1.02011055622424
"Llama","Update negative",6,11,-0.0669124275445938,-0.252762522320457,-0.252762522320457
"Llama","Update negative",6,12,-0.267383098602295,-1.32262972102731,-1.32262972102731
"Llama","Update negative",6,13,-0.341982245445251,-1.72074870690043,-1.72074870690043
"Llama","Update negative",6,14,0.388775020837784,2.17913961735166,2.17913961735166
"Llama","Update negative",6,15,-0.237759113311768,-1.16453312769478,-1.16453312769478
"Llama","Update negative",7,0,0.00506919901818037,-0.550976887043018,-0.550976887043018
"Llama","Update negative",7,1,0.00996949523687363,-0.534764346656393,-0.534764346656393
"Llama","Update negative",7,2,-0.0766254961490631,-0.821262291366017,-0.821262291366017
"Llama","Update negative",7,3,-0.130064591765404,-0.998064561522593,-0.998064561522593
"Llama","Update negative",7,4,-0.0490287840366364,-0.729959074235177,-0.729959074235177
"Llama","Update negative",7,5,-0.201681599020958,-1.23500811976519,-1.23500811976519
"Llama","Update negative",7,6,-0.043023619800806,-0.710091098227865,-0.710091098227865
"Llama","Update negative",7,7,-0.11026531457901,-0.932559015187275,-0.932559015187275
"Llama","Update negative",7,8,0.0139513611793518,-0.521590416035568,-0.521590416035568
"Llama","Update negative",7,9,0.106116525828838,-0.216663654992084,-0.216663654992084
"Llama","Update negative",7,10,0.231412827968597,0.19787686829027,0.19787686829027
"Llama","Update negative",7,11,0.404897481203079,0.771847669543942,0.771847669543942
"Llama","Update negative",7,12,0.551582992076874,1.25715399859854,1.25715399859854
"Llama","Update negative",7,13,0.584115564823151,1.36478742033289,1.36478742033289
"Llama","Update negative",7,14,0.615734338760376,1.46939755542581,1.46939755542581
"Llama","Update negative",7,15,0.201100826263428,0.0975901652191712,0.0975901652191712
"Llama","Update negative",8,0,-0.0033069858327508,-0.450053501479901,-0.450053501479901
"Llama","Update negative",8,1,0.0342690162360668,-0.33678721093587,-0.33678721093587
"Llama","Update negative",8,2,-0.00886101834475994,-0.466795161730081,-0.466795161730081
"Llama","Update negative",8,3,0.0437927655875683,-0.308079533116924,-0.308079533116924
"Llama","Update negative",8,4,-0.00916074216365814,-0.467698626795154,-0.467698626795154
"Llama","Update negative",8,5,-0.0527151301503181,-0.598985716760968,-0.598985716760968
"Llama","Update negative",8,6,0.0386525839567184,-0.323573712220455,-0.323573712220455
"Llama","Update negative",8,7,-0.0247479379177094,-0.514683503999803,-0.514683503999803
"Llama","Update negative",8,8,-0.0170628577470779,-0.491518173056221,-0.491518173056221
"Llama","Update negative",8,9,0.0922755748033524,-0.161936578766203,-0.161936578766203
"Llama","Update negative",8,10,0.0510380640625954,-0.286239847227837,-0.286239847227837
"Llama","Update negative",8,11,0.0576717965304852,-0.266243620175175,-0.266243620175175
"Llama","Update negative",8,12,0.0129370279610157,-0.401088761095962,-0.401088761095962
"Llama","Update negative",8,13,0.0150245055556297,-0.394796424745153,-0.394796424745153
"Llama","Update negative",8,14,0.193829268217087,0.144179280045846,0.144179280045846
"Llama","Update negative",8,15,0.7600377202034,1.85091569425282,1.85091569425282
"Llama","Update negative",9,0,-0.0116006201133132,-0.212285207041123,-0.212285207041123
"Llama","Update negative",9,1,-0.0699194446206093,-0.575760209462875,-0.575760209462875
"Llama","Update negative",9,2,-0.00986345857381821,-0.201458260508688,-0.201458260508688
"Llama","Update negative",9,3,0.0321924798190594,0.0606574875082804,0.0606574875082804
"Llama","Update negative",9,4,0.0667886510491371,0.276279862065275,0.276279862065275
"Llama","Update negative",9,5,0.0360941477119923,0.0849748285866355,0.0849748285866355
"Llama","Update negative",9,6,0.0927698090672493,0.438208734146224,0.438208734146224
"Llama","Update negative",9,7,0.0392584167420864,0.104696294221332,0.104696294221332
"Llama","Update negative",9,8,-0.0294694788753986,-0.323653766621921,-0.323653766621921
"Llama","Update negative",9,9,0.0259523764252663,0.0217657297382455,0.0217657297382455
"Llama","Update negative",9,10,0.0578427761793137,0.220524247691276,0.220524247691276
"Llama","Update negative",9,11,-0.00639279186725616,-0.179827155968594,-0.179827155968594
"Llama","Update negative",9,12,0.0157247334718704,-0.0419785685850049,-0.0419785685850049
"Llama","Update negative",9,13,-0.090521514415741,-0.704163644064711,-0.704163644064711
"Llama","Update negative",9,14,-0.323988199234009,-2.15925648152583,-2.15925648152583
"Llama","Update negative",9,15,-0.731689214706421,-4.7002735345641,-2.5
"Llama","Update negative",10,0,-0.0297764483839273,0.153073811893975,0.153073811893975
"Llama","Update negative",10,1,0.0469641461968422,0.388488032159456,0.388488032159456
"Llama","Update negative",10,2,0.0307905543595552,0.338872916039139,0.338872916039139
"Llama","Update negative",10,3,0.0769693180918694,0.480533763420569,0.480533763420569
"Llama","Update negative",10,4,0.0395056530833244,0.365607894857077,0.365607894857077
"Llama","Update negative",10,5,0.104849316179752,0.566060179350982,0.566060179350982
"Llama","Update negative",10,6,0.0257583949714899,0.323435950961338,0.323435950961338
"Llama","Update negative",10,7,0.0455878861248493,0.384266131176011,0.384266131176011
"Llama","Update negative",10,8,-0.0145679973065853,0.199728202199095,0.199728202199095
"Llama","Update negative",10,9,0.023352324962616,0.316054940973892,0.316054940973892
"Llama","Update negative",10,10,0.0786836892366409,0.485792874957258,0.485792874957258
"Llama","Update negative",10,11,-0.077764630317688,0.00586228071403254,0.00586228071403254
"Llama","Update negative",10,12,-0.0746270269155502,0.0154873880311144,0.0154873880311144
"Llama","Update negative",10,13,-0.122155956923962,-0.130315313382756,-0.130315313382756
"Llama","Update negative",10,14,-0.762529611587524,-2.09476535986384,-2.09476535986384
"Llama","Update negative",10,15,-1.46470320224762,-4.24879673321057,-2.5
"Llama","Update negative",11,0,0.0135050555691123,-0.87981475165803,-0.87981475165803
"Llama","Update negative",11,1,0.0636571794748306,-0.630189823677442,-0.630189823677442
"Llama","Update negative",11,2,0.0576370805501938,-0.66015399355634,-0.66015399355634
"Llama","Update negative",11,3,0.0582385659217834,-0.657160187295079,-0.657160187295079
"Llama","Update negative",11,4,0.0854162499308586,-0.521887204116972,-0.521887204116972
"Llama","Update negative",11,5,0.115469038486481,-0.37230380475953,-0.37230380475953
"Llama","Update negative",11,6,0.202308416366577,0.0599266126391349,0.0599266126391349
"Llama","Update negative",11,7,0.234916672110558,0.222229479551928,0.222229479551928
"Llama","Update negative",11,8,0.122886463999748,-0.335384644306194,-0.335384644306194
"Llama","Update negative",11,9,0.217994585633278,0.138002246701066,0.138002246701066
"Llama","Update negative",11,10,0.195781022310257,0.0274374547667189,0.0274374547667189
"Llama","Update negative",11,11,0.223355636000633,0.164686097904799,0.164686097904799
"Llama","Update negative",11,12,0.223321110010147,0.164514249791153,0.164514249791153
"Llama","Update negative",11,13,0.345321893692017,0.771755468476402,0.771755468476402
"Llama","Update negative",11,14,-0.24066835641861,-2.1449260713958,-2.1449260713958
"Llama","Update negative",11,15,-0.0258193016052246,-1.07554604004734,-1.07554604004734
"Llama","Update negative",12,0,0.0244171787053347,0.224521115352107,0.224521115352107
"Llama","Update negative",12,1,0.0299994666129351,0.254628309142802,0.254628309142802
"Llama","Update negative",12,2,-0.0346814692020416,-0.0942181676742911,-0.0942181676742911
"Llama","Update negative",12,3,0.00986432656645775,0.146032591147548,0.146032591147548
"Llama","Update negative",12,4,-0.0111435353755951,0.0327299845663958,0.0327299845663958
"Llama","Update negative",12,5,0.0258124843239784,0.232046477238325,0.232046477238325
"Llama","Update negative",12,6,-0.0377864316105843,-0.110964295157172,-0.110964295157172
"Llama","Update negative",12,7,-0.0583160743117332,-0.221687701310354,-0.221687701310354
"Llama","Update negative",12,8,-0.0858112797141075,-0.369978776773731,-0.369978776773731
"Llama","Update negative",12,9,-0.249584972858429,-1.25326648943375,-1.25326648943375
"Llama","Update negative",12,10,-0.204491958022118,-1.01006439044579,-1.01006439044579
"Llama","Update negative",12,11,-0.0474119782447815,-0.162878170373566,-0.162878170373566
"Llama","Update negative",12,12,-0.2476457208395,-1.24280743800013,-1.24280743800013
"Llama","Update negative",12,13,-0.326015710830688,-1.66548368026758,-1.66548368026758
"Llama","Update negative",12,14,0.417275249958038,2.34333947069711,2.34333947069711
"Llama","Update negative",12,15,-0.262951135635376,-1.32535479079414,-1.32535479079414
"Llama","Update negative",13,0,0.00534510612487793,-0.552152800730408,-0.552152800730408
"Llama","Update negative",13,1,0.0101696429774165,-0.536981500286255,-0.536981500286255
"Llama","Update negative",13,2,-0.0758084133267403,-0.807349198505477,-0.807349198505477
"Llama","Update negative",13,3,-0.132055103778839,-0.984223262466467,-0.984223262466467
"Llama","Update negative",13,4,-0.0449530109763145,-0.710320904662677,-0.710320904662677
"Llama","Update negative",13,5,-0.202903062105179,-1.20701266059453,-1.20701266059453
"Llama","Update negative",13,6,-0.0476982742547989,-0.718953694766512,-0.718953694766512
"Llama","Update negative",13,7,-0.109834238886833,-0.914347245822887,-0.914347245822887
"Llama","Update negative",13,8,0.0153698623180389,-0.520628823873272,-0.520628823873272
"Llama","Update negative",13,9,0.116006813943386,-0.204164575478431,-0.204164575478431
"Llama","Update negative",13,10,0.234259843826294,0.167695418469175,0.167695418469175
"Llama","Update negative",13,11,0.440998315811157,0.817807868164135,0.817807868164135
"Llama","Update negative",13,12,0.587799668312073,1.27944128344782,1.27944128344782
"Llama","Update negative",13,13,0.608427822589874,1.34430884187308,1.34430884187308
"Llama","Update negative",13,14,0.627255320549011,1.40351403335161,1.40351403335161
"Llama","Update negative",13,15,0.221140742301941,0.126440923609512,0.126440923609512
"Llama","Update negative",14,0,-0.00278465542942286,-0.470858248026074,-0.470858248026074
"Llama","Update negative",14,1,0.0343320295214653,-0.358585034465162,-0.358585034465162
"Llama","Update negative",14,2,-0.00975922122597694,-0.491955415410695,-0.491955415410695
"Llama","Update negative",14,3,0.0422270409762859,-0.334703636966819,-0.334703636966819
"Llama","Update negative",14,4,-0.00806009583175182,-0.486815778923627,-0.486815778923627
"Llama","Update negative",14,5,-0.0490795448422432,-0.610894353424544,-0.610894353424544
"Llama","Update negative",14,6,0.0387519560754299,-0.345215323280733,-0.345215323280733
"Llama","Update negative",14,7,-0.0290337577462196,-0.5502584173595,-0.5502584173595
"Llama","Update negative",14,8,-0.0167703330516815,-0.513163129848241,-0.513163129848241
"Llama","Update negative",14,9,0.0958097651600838,-0.172622765697657,-0.172622765697657
"Llama","Update negative",14,10,0.053839173167944,-0.299578425780082,-0.299578425780082
"Llama","Update negative",14,11,0.0752516686916351,-0.234808371935445,-0.234808371935445
"Llama","Update negative",14,12,0.034905981272459,-0.356848903999895,-0.356848903999895
"Llama","Update negative",14,13,0.0534825026988983,-0.300657308223248,-0.300657308223248
"Llama","Update negative",14,14,0.243770778179169,0.274940329857918,0.274940329857918
"Llama","Update negative",14,15,0.718000113964081,1.70942327368436,1.70942327368436
"Llama","Update negative",15,0,-0.0116300377994776,-0.151100958816873,-0.151100958816873
"Llama","Update negative",15,1,-0.0695623755455017,-0.52299631966993,-0.52299631966993
"Llama","Update negative",15,2,-0.011376092210412,-0.14947076072446,-0.14947076072446
"Llama","Update negative",15,3,0.0359543710947037,0.154366101640143,0.154366101640143
"Llama","Update negative",15,4,0.0686842054128647,0.364474549149645,0.364474549149645
"Llama","Update negative",15,5,0.0375894419848919,0.164862403056334,0.164862403056334
"Llama","Update negative",15,6,0.0925291776657104,0.517546821140116,0.517546821140116
"Llama","Update negative",15,7,0.0322843380272388,0.130806405534816,0.130806405534816
"Llama","Update negative",15,8,-0.0368043258786201,-0.312706744353364,-0.312706744353364
"Llama","Update negative",15,9,0.0313836187124252,0.125024257814859,0.125024257814859
"Llama","Update negative",15,10,0.0513767898082733,0.253369977469468,0.253369977469468
"Llama","Update negative",15,11,-0.0246694311499596,-0.234807056033971,-0.234807056033971
"Llama","Update negative",15,12,0.00747446715831757,-0.0284600117805887,-0.0284600117805887
"Llama","Update negative",15,13,-0.111123323440552,-0.789795905465784,-0.789795905465784
"Llama","Update negative",15,14,-0.332602232694626,-2.21157486490434,-2.21157486490434
"Llama","Update negative",15,15,-0.762941598892212,-4.97412890826005,-2.5
"Llama","Update negative",16,0,-0.0295066144317389,0.146223767392608,0.146223767392608
"Llama","Update negative",16,1,0.0469074174761772,0.391591677563259,0.391591677563259
"Llama","Update negative",16,2,0.029087932780385,0.334372740007479,0.334372740007479
"Llama","Update negative",16,3,0.0759495943784714,0.484847040163542,0.484847040163542
"Llama","Update negative",16,4,0.0358558595180511,0.356104770085546,0.356104770085546
"Llama","Update negative",16,5,0.0979311466217041,0.555430510261398,0.555430510261398
"Llama","Update negative",16,6,0.0221522189676762,0.312101940243676,0.312101940243676
"Llama","Update negative",16,7,0.0444146059453487,0.383587179691641,0.383587179691641
"Llama","Update negative",16,8,-0.0172110144048929,0.185705333900144,0.185705333900144
"Llama","Update negative",16,9,0.00716092810034752,0.263964423886608,0.263964423886608
"Llama","Update negative",16,10,0.0593268647789955,0.431470921650776,0.431470921650776
"Llama","Update negative",16,11,-0.0527627840638161,0.0715474599302112,0.0715474599302112
"Llama","Update negative",16,12,-0.0497985705733299,0.0810656446313759,0.0810656446313759
"Llama","Update negative",16,13,-0.101092025637627,-0.0836392866530428,-0.0836392866530428
"Llama","Update negative",16,14,-0.729060351848602,-2.10006574667061,-2.10006574667061
"Llama","Update negative",16,15,-1.2824547290802,-3.87703286188757,-2.5
"Llama","Update negative",17,0,0.0132763907313347,-0.879451630788955,-0.879451630788955
"Llama","Update negative",17,1,0.0620610266923904,-0.629559706389961,-0.629559706389961
"Llama","Update negative",17,2,0.0565393343567848,-0.657843740830336,-0.657843740830336
"Llama","Update negative",17,3,0.0624709874391556,-0.627459744426137,-0.627459744426137
"Llama","Update negative",17,4,0.089719370007515,-0.487884023041171,-0.487884023041171
"Llama","Update negative",17,5,0.116926074028015,-0.348521793718315,-0.348521793718315
"Llama","Update negative",17,6,0.199978247284889,0.0769004112817734,0.0769004112817734
"Llama","Update negative",17,7,0.235602155327797,0.259378496032913,0.259378496032913
"Llama","Update negative",17,8,0.13144026696682,-0.274175034064896,-0.274175034064896
"Llama","Update negative",17,9,0.215688064694405,0.157371576579686,0.157371576579686
"Llama","Update negative",17,10,0.180700287222862,-0.0218480254644301,-0.0218480254644301
"Llama","Update negative",17,11,0.230691850185394,0.234226200084639,0.234226200084639
"Llama","Update negative",17,12,0.238980039954185,0.276681199497993,0.276681199497993
"Llama","Update negative",17,13,0.356523156166077,0.878778046822883,0.878778046822883
"Llama","Update negative",17,14,-0.227329343557358,-2.11191813952404,-2.11191813952404
"Llama","Update negative",17,15,0.020170271396637,-0.844138769022299,-0.844138769022299
"Llama","Update negative",18,0,0.0251276083290577,0.193372291650762,0.193372291650762
"Llama","Update negative",18,1,0.0299168229103088,0.217724642935954,0.217724642935954
"Llama","Update negative",18,2,-0.0382221192121506,-0.128750426538586,-0.128750426538586
"Llama","Update negative",18,3,0.00798468664288521,0.106203415862545,0.106203415862545
"Llama","Update negative",18,4,-0.0151976477354765,-0.0116748585005875,-0.0116748585005875
"Llama","Update negative",18,5,0.0175018534064293,0.154596609429793,0.154596609429793
"Llama","Update negative",18,6,-0.042220301926136,-0.14908051371708,-0.14908051371708
"Llama","Update negative",18,7,-0.06660146266222,-0.273054618638211,-0.273054618638211
"Llama","Update negative",18,8,-0.0788398832082748,-0.3352849303641,-0.3352849303641
"Llama","Update negative",18,9,-0.241181463003159,-1.16076458100134,-1.16076458100134
"Llama","Update negative",18,10,-0.208398222923279,-0.994067314644265,-0.994067314644265
"Llama","Update negative",18,11,-0.0468496382236481,-0.172619910798104,-0.172619910798104
"Llama","Update negative",18,12,-0.240980669856071,-1.15974358159307,-1.15974358159307
"Llama","Update negative",18,13,-0.322705447673798,-1.57530034238485,-1.57530034238485
"Llama","Update negative",18,14,0.469825029373169,2.45458394319798,2.45458394319798
"Llama","Update negative",18,15,-0.245506286621094,-1.18275558228217,-1.18275558228217
"Llama","Update negative",19,0,0.00490973656997085,-0.545722938637988,-0.545722938637988
"Llama","Update negative",19,1,0.0116214361041784,-0.526008803165117,-0.526008803165117
"Llama","Update negative",19,2,-0.0768231153488159,-0.785795144954557,-0.785795144954557
"Llama","Update negative",19,3,-0.129010587930679,-0.939084322937267,-0.939084322937267
"Llama","Update negative",19,4,-0.0430277809500694,-0.686528811994892,-0.686528811994892
"Llama","Update negative",19,5,-0.198497265577316,-1.14318609622192,-1.14318609622192
"Llama","Update negative",19,6,-0.0422288477420807,-0.684182122096783,-0.684182122096783
"Llama","Update negative",19,7,-0.105323135852814,-0.86950766252657,-0.86950766252657
