model_key,window,layers,k,topology_score,preserve_distance_mean,structure_distance_mean,topology_separation,mechanism_accuracy,mechanism_macro_f1,downstream_corr,downstream_r2,composite_score,rank,rank_percentile
gemma,L9_11,"[9, 10, 11]",100,0.7830835446766686,0.21691645532333137,0.11336614590734315,-0.10355030941598822,0.6212121212121212,0.6168629675352841,0.2787144531893204,0.059396607222603315,1.108003708918018,86,15.0
gemma,L2_3,"[2, 3]",100,0.7942983305023452,0.2057016694976548,0.07745302019694517,-0.12824864930070964,0.5871212121212122,0.5956901326609783,0.2627040082883178,0.019392696007848098,1.0838644780106095,87,14.0
gemma,L3_5,"[3, 4, 5]",100,0.8272960961446119,0.1727039038553882,0.06890056911729496,-0.10380333473809324,0.5340909090909091,0.5309396485867074,0.27146642694280576,0.0656362359421856,1.0555729084959165,88,13.0
gemma,L6_11,"[6, 7, 8, 9, 10, 11]",500,0.8035994573408827,0.19640054265911727,0.09925712389001583,-0.09714341876910144,0.5681818181818182,0.5828784862689698,0.20468721955878316,0.040528696959830524,1.0318522933326437,89,12.0
gemma,L4_11,"[4, 5, 6, 7, 8, 9, 10, 11]",100,0.8054641867497763,0.19453581325022373,0.09415717274929995,-0.10037864050092378,0.5643939393939394,0.5797659817351598,0.20185820076133812,0.03993405167315933,1.0280314393720866,90,11.0
gemma,L3_4,"[3, 4]",500,0.8260888245551828,0.17391117544481713,0.07895410167304086,-0.09495707377177627,0.5643939393939394,0.5684577780843437,0.19656902975781063,0.03696077700744205,1.025065858551315,91,10.0
gemma,L1_2,"[1, 2]",500,0.8826874393576668,0.11731256064233321,0.04257569993228854,-0.07473686071004468,0.571969696969697,0.5748178900228719,0.1492126950365271,-0.35903087898666897,1.0205681877263526,92,9.0
gemma,L6_11,"[6, 7, 8, 9, 10, 11]",100,0.7945767766834585,0.20542322331654153,0.10508345156811123,-0.1003397717484303,0.5303030303030303,0.5484306092182805,0.2273256022146908,0.049880751567897286,1.0178933574881064,93,8.0
gemma,L4_5,"[4, 5]",500,0.8347395341956352,0.16526046580436476,0.0650772825032322,-0.10018318330113256,0.49242424242424243,0.4882039063857246,0.2587427818794243,0.0660323019964063,1.0149271177099368,94,7.0
gemma,L4_11,"[4, 5, 6, 7, 8, 9, 10, 11]",500,0.8126491175539079,0.1873508824460921,0.09020928805465456,-0.09714159439143755,0.5757575757575758,0.5889226313340696,0.16919162728768933,0.028204305733556034,1.0128159656743612,95,6.0
gemma,L3_5,"[3, 4, 5]",500,0.8217773958715494,0.17822260412845062,0.07538753635466838,-0.10283506777378223,0.5833333333333334,0.5915663562722386,0.15625415376161167,0.013932773219152539,1.009145105962855,96,5.0
gemma,L8_11,"[8, 9, 10, 11]",500,0.7975657200022327,0.2024342799977673,0.10197885298583464,-0.10045542701193266,0.5909090909090909,0.6016868690824319,0.12196070893914276,0.012466494577119347,0.9777009224183761,97,4.0
gemma,L7_11,"[7, 8, 9, 10, 11]",500,0.799056288416751,0.20094371158324897,0.10113441859473382,-0.09980929298851515,0.5795454545454546,0.5904301075268816,0.11156799790814688,0.010928971682314104,0.9611266285563984,98,3.0
gemma,L7_11,"[7, 8, 9, 10, 11]",100,0.7898945608173497,0.21010543918265037,0.1066253802432065,-0.10348005893944387,0.5606060606060606,0.571334755851549,-0.02580874872390286,-0.014348442117403604,0.8520150850899141,99,2.0
gemma,L8_11,"[8, 9, 10, 11]",100,0.7882426616598238,0.2117573383401762,0.10970465487678036,-0.10205268346339585,0.5189393939393939,0.5349606506635056,-0.1172621905913208,-0.035813591132820566,0.8220898513607164,100,1.0
