model,cutoff_layer,n_observed_layers,shuffle_id,permutation,r2,mae,pearson_r,spearman_rho,boundary_auroc,boundary_average_precision,boundary_brier,boundary_accuracy
qwen,24,5,43,independent_within_prompt_precurrent,0.5376076522498452,1.6975146704427058,0.7378124298339807,0.7134411696274053,0.8415633812053249,0.6687728667137873,0.1826534625693277,0.8103448275862069
qwen,24,5,44,independent_within_prompt_precurrent,0.537354079884951,1.6880467584960042,0.737751841149114,0.7132696950716861,0.8395960390845301,0.668202352885526,0.18463119159141614,0.8103448275862069
qwen,24,5,45,independent_within_prompt_precurrent,0.53696420433664,1.6917424397260958,0.7376483179659976,0.7134155837539551,0.8382844776706669,0.6557893808742837,0.18263979700078656,0.8172413793103448
qwen,24,5,46,independent_within_prompt_precurrent,0.5345934443691036,1.7081858432438344,0.7373891322014386,0.7132618224952401,0.8388091022362123,0.6732183664516618,0.18457619209025233,0.8137931034482758
qwen,24,5,47,independent_within_prompt_precurrent,0.5361887208940574,1.713056607595014,0.7373617344180989,0.71381757718874,0.8323824513082825,0.6448085231199713,0.18749729128722267,0.8137931034482758
qwen,24,5,48,independent_within_prompt_precurrent,0.5342274504332778,1.7175573101423949,0.7366269881834036,0.7105261021801811,0.835071152206702,0.6609080430214584,0.18700073711977266,0.8103448275862069
qwen,24,5,49,independent_within_prompt_precurrent,0.5371946803976637,1.6908647318430305,0.7376051857777437,0.7124787471568558,0.8384156338120532,0.6720998097470218,0.18179298867296229,0.8172413793103448
qwen,25,6,0,independent_within_prompt_precurrent,0.5945050041071498,1.4512064693464395,0.780456886532028,0.8028109034628266,0.9329792117515903,0.8531127484929343,0.0985429237717149,0.8655172413793103
qwen,25,6,1,independent_within_prompt_precurrent,0.5734058906719978,1.495199821516519,0.7648878512364914,0.786017713830999,0.9034690799396682,0.8015006339468825,0.11057501313893646,0.8482758620689655
qwen,25,6,2,independent_within_prompt_precurrent,0.5926977681200165,1.4685074467820056,0.7769377035470431,0.7892560489485457,0.9281920125909895,0.8487982404636039,0.103308588871356,0.8413793103448276
qwen,25,6,3,independent_within_prompt_precurrent,0.5998465202769646,1.4550939455059777,0.7813100106171141,0.7976656827191987,0.9293068397927732,0.8538365106475954,0.10340337224196687,0.8517241379310345
qwen,25,6,4,independent_within_prompt_precurrent,0.5991469604631193,1.4571786319499653,0.7815588416209178,0.7991892722795548,0.9268804511771264,0.8350891886153351,0.1051568378373329,0.8482758620689655
qwen,25,6,5,independent_within_prompt_precurrent,0.5861033397847931,1.4837925783281345,0.7765795859985201,0.7965868937280536,0.9239294379959341,0.8394808012265994,0.10647692738405017,0.8482758620689655
qwen,25,6,6,independent_within_prompt_precurrent,0.5758392020912937,1.4871471530331541,0.7661973845909185,0.7797772208892918,0.9237982818545478,0.8387771153015027,0.10554379854399303,0.8551724137931035
qwen,25,6,7,independent_within_prompt_precurrent,0.5922405613202121,1.4858524752002278,0.7792520174306355,0.8014590344762036,0.9329792117515904,0.8449702890337574,0.10417671662297004,0.8551724137931035
qwen,25,6,8,independent_within_prompt_precurrent,0.5959941832342514,1.44061434529136,0.7805756300870279,0.7997954606659132,0.9272739196012854,0.8427954629917738,0.104638767002048,0.8551724137931035
qwen,25,6,9,independent_within_prompt_precurrent,0.5867836339116506,1.4539243117060134,0.7762312169946957,0.7961976932299939,0.9294379959341597,0.8433364648805781,0.10451534084741358,0.8482758620689655
qwen,25,6,10,independent_within_prompt_precurrent,0.5984667582041303,1.4699386025471943,0.7810880044124554,0.8031098153497688,0.9318643845498065,0.8453188789099314,0.10265371827251636,0.8655172413793103
qwen,25,6,11,independent_within_prompt_precurrent,0.5856399601933847,1.4543081133657434,0.7728423670015284,0.794263745622379,0.9283231687323759,0.8301605300740951,0.10558471568938692,0.8620689655172413
qwen,25,6,12,independent_within_prompt_precurrent,0.566776979972109,1.4930607737211308,0.762240163822407,0.7792126095472899,0.9108794019279953,0.818549407210925,0.11479292902640334,0.8379310344827586
qwen,25,6,13,independent_within_prompt_precurrent,0.5751441394636648,1.4834300316579887,0.7667278221752992,0.7795321869474033,0.9175027870680044,0.8256909959049249,0.11076793922987804,0.8448275862068966
qwen,25,6,14,independent_within_prompt_precurrent,0.5680103772975947,1.495987326823997,0.7649220841387587,0.7816617188761039,0.9220932520165257,0.8429676520560369,0.1045625120160338,0.8275862068965517
qwen,25,6,15,independent_within_prompt_precurrent,0.5838823916228038,1.4862322365000002,0.7729695521265222,0.7873690907815942,0.9264214046822743,0.832564768180506,0.10519277192434226,0.8517241379310345
qwen,25,6,16,independent_within_prompt_precurrent,0.5733062311185293,1.4773979528955858,0.7665297008323415,0.7852585022399674,0.9205849563905829,0.8150113694246668,0.10854990246460917,0.8344827586206897
qwen,25,6,17,independent_within_prompt_precurrent,0.5725726721728743,1.4911702481033904,0.7664700921511772,0.7814826177619526,0.9266837169650469,0.8437183400023666,0.10293996541828516,0.8310344827586207
qwen,25,6,18,independent_within_prompt_precurrent,0.5851871916194915,1.472946954587484,0.7732536683263626,0.7942615314602536,0.9297003082169322,0.837763301174872,0.10447886461294469,0.8586206896551725
qwen,25,6,19,independent_within_prompt_precurrent,0.5744095669775082,1.5057788455388126,0.7660831906541096,0.7835275194938564,0.9229457669355368,0.8328656235732426,0.10814915588254836,0.8448275862068966
qwen,25,6,20,independent_within_prompt_precurrent,0.5869871822152536,1.46493594613022,0.7738547471636047,0.7874682360412139,0.9253721555511838,0.8384828009368559,0.10695385131615459,0.8586206896551725
qwen,25,6,21,independent_within_prompt_precurrent,0.5875591972348584,1.4591430574874376,0.7766728383781696,0.7909461927043422,0.919338973047413,0.8214237942869886,0.10933007823971672,0.8551724137931035
qwen,25,6,22,independent_within_prompt_precurrent,0.5961855105343026,1.4581782179601261,0.7791520816140239,0.7960225284040658,0.9298970424290118,0.8405833283229686,0.10571344455373324,0.8517241379310345
qwen,25,6,23,independent_within_prompt_precurrent,0.5716982995205705,1.50610735170426,0.7657336031857576,0.7877878134413272,0.9270771853892059,0.8421250090762646,0.10310826768586447,0.8586206896551725
qwen,25,6,24,independent_within_prompt_precurrent,0.5946670230820937,1.4467976826393196,0.7797491656486686,0.7980292973438082,0.9239950160666274,0.8376265539665837,0.10627205727711908,0.8551724137931035
qwen,25,6,25,independent_within_prompt_precurrent,0.5776343570465854,1.4825101318031362,0.7707404778677401,0.7919083691568778,0.9268148731064332,0.8313141635582372,0.10343389328733499,0.8413793103448276
qwen,25,6,26,independent_within_prompt_precurrent,0.5946355009880708,1.4651731056718358,0.7803064746008965,0.7989233268064813,0.9224867204406846,0.8213247454682856,0.10702705057840048,0.8413793103448276
qwen,25,6,27,independent_within_prompt_precurrent,0.560692203401155,1.5208824591228618,0.7596673287789019,0.7743542458079208,0.9186176142697882,0.8289278432744062,0.10790507827504581,0.8344827586206897
qwen,25,6,28,independent_within_prompt_precurrent,0.5840139562606543,1.4632140685646848,0.7718633488894585,0.7876323300565145,0.9289789494393075,0.8435422075644393,0.10536122293951057,0.8551724137931035
qwen,25,6,29,independent_within_prompt_precurrent,0.5853843397281188,1.4670792750249073,0.7740855807363898,0.7940986675350225,0.932061118761886,0.8486858491425493,0.10200966357228389,0.8586206896551725
qwen,25,6,30,independent_within_prompt_precurrent,0.588438034539003,1.4765461348825002,0.7729577245753171,0.7963514544887091,0.9306839792773296,0.8313504594545652,0.10770168934763576,0.8448275862068966
qwen,25,6,31,independent_within_prompt_precurrent,0.6097875044772822,1.4178139872988607,0.7897014919058596,0.8108834925543761,0.9319299626204997,0.8467423954623647,0.10280563222329135,0.8517241379310345
qwen,25,6,32,independent_within_prompt_precurrent,0.5908405587925984,1.480655352357268,0.778035615964817,0.7969283667314082,0.9215686274509804,0.830853166952951,0.1063629283624737,0.8344827586206897
qwen,25,6,33,independent_within_prompt_precurrent,0.5749663492314078,1.4778998778995083,0.7670520022778706,0.7859271792018675,0.9270771853892059,0.8446882874051111,0.10614598381987518,0.8586206896551725
qwen,25,6,34,independent_within_prompt_precurrent,0.5768862452963428,1.500552166365773,0.7686275549337253,0.7815463364275641,0.9150763984523576,0.8296954243017804,0.1103845162703812,0.8413793103448276
qwen,25,6,35,independent_within_prompt_precurrent,0.57406909617179,1.5022529905649036,0.7674741967391148,0.7848848008767864,0.9202570660371172,0.8328033659824547,0.1066096792251641,0.8551724137931035
qwen,25,6,36,independent_within_prompt_precurrent,0.5810083613636302,1.455719015263498,0.7727171684984966,0.7909752228299876,0.9322578529739655,0.8463290807716393,0.10229789748729722,0.8344827586206897
qwen,25,6,37,independent_within_prompt_precurrent,0.5928870774778181,1.4568253162538845,0.7781321512225706,0.7934983835809989,0.9251754213391041,0.8263207486500259,0.10585885692693067,0.8344827586206897
qwen,25,6,38,independent_within_prompt_precurrent,0.5991235558308566,1.4449951465139923,0.7832121838883849,0.8007898654782755,0.9317332284084202,0.8401908969651725,0.10408888922178254,0.8482758620689655
qwen,25,6,39,independent_within_prompt_precurrent,0.5903302423854053,1.4506835019546362,0.7749114245104659,0.7881479838137415,0.9165846940783002,0.8317953369691036,0.1091389219725201,0.8482758620689655
qwen,25,6,40,independent_within_prompt_precurrent,0.5637856165823045,1.5036936667218408,0.7596275122361336,0.773525411118943,0.9194701291887992,0.8198476941352582,0.10913325298721796,0.8482758620689655
qwen,25,6,41,independent_within_prompt_precurrent,0.5804268721093448,1.485459099130951,0.7695593551956592,0.7842810726705672,0.9161912256541414,0.8327699975800424,0.10530101929712783,0.8586206896551725
qwen,25,6,42,independent_within_prompt_precurrent,0.5902068956644075,1.4360053602149179,0.7780553158884521,0.7921573393869893,0.9243884844907864,0.8354215438566716,0.1069926170367365,0.8413793103448276
qwen,25,6,43,independent_within_prompt_precurrent,0.6090381605258762,1.4159339586417548,0.7898772576456539,0.805505292751543,0.9274706538133648,0.8371944873575038,0.10568007657772675,0.8551724137931035
qwen,25,6,44,independent_within_prompt_precurrent,0.5746336330608803,1.4975716261880119,0.7669953354498397,0.7866485040187517,0.9143550396747328,0.8137355576526841,0.11263217415790461,0.8413793103448276
qwen,25,6,45,independent_within_prompt_precurrent,0.6016042232982367,1.4493154411327636,0.7834838840554234,0.7989494047159593,0.9263558266115811,0.8434889629837591,0.10554899233364784,0.8655172413793103
qwen,25,6,46,independent_within_prompt_precurrent,0.5703613475071103,1.4999363192793291,0.7646866170468914,0.7859530110933317,0.9221588300872189,0.8328188060852824,0.10613858076099236,0.8517241379310345
qwen,25,6,47,independent_within_prompt_precurrent,0.6123300395986575,1.4227803455842747,0.7919207099589188,0.8063757044848775,0.9285199029444553,0.833161801825394,0.10275809152120928,0.8551724137931035
qwen,25,6,48,independent_within_prompt_precurrent,0.5818564067962849,1.4855433382945988,0.7704357429992253,0.7876913743798611,0.9305528231359433,0.8468697588550418,0.10372656006013244,0.8586206896551725
qwen,25,6,49,independent_within_prompt_precurrent,0.5821231834562497,1.4792981202287412,0.7740775043681819,0.7946736116336099,0.9225522985113777,0.8189791953736867,0.10674198636953428,0.8482758620689655
llama,14,3,0,independent_within_prompt_precurrent,0.2950369423156509,0.6184212169096603,0.5470414759866256,0.5488361900610821,0.7699508170712359,0.8618796018201704,0.20799211580847565,0.7896551724137931
llama,14,3,1,independent_within_prompt_precurrent,0.29999259485086494,0.6183022936725953,0.5520840566483615,0.5460728487635319,0.7683642709820719,0.8627451652470184,0.20896698035941924,0.7827586206896552
llama,14,3,2,independent_within_prompt_precurrent,0.28795184023416964,0.6221371330645301,0.5415601808028813,0.5387656906546877,0.7669363795018246,0.8618437761611903,0.21062759406282952,0.7793103448275862
llama,14,3,3,independent_within_prompt_precurrent,0.30015359478590453,0.6161603901752034,0.5524441923567567,0.5489296791719322,0.7707969749854566,0.8637634969860276,0.20844665034583648,0.7827586206896552
llama,14,3,4,independent_within_prompt_precurrent,0.28396960771226065,0.623174061993503,0.538023343382353,0.5260302595411117,0.764768099846634,0.8613689998286345,0.21123455182819056,0.7793103448275862
llama,14,3,5,independent_within_prompt_precurrent,0.29596028152572995,0.6188115397716619,0.5488853749067399,0.5431104740694611,0.773335448728119,0.8633280456026539,0.20777466733152666,0.803448275862069
llama,14,3,6,independent_within_prompt_precurrent,0.2982423519965808,0.6177752261219129,0.5500711461296319,0.5394139638312409,0.7629700142789148,0.8604417615800741,0.2100784802549391,0.7931034482758621
llama,14,3,7,independent_within_prompt_precurrent,0.28602926655432315,0.6198357101235942,0.5395049677663175,0.534606409317759,0.7623353958432493,0.8579215037138174,0.2106698566954356,0.7896551724137931
llama,14,3,8,independent_within_prompt_precurrent,0.2866607975278268,0.622841072816685,0.5400810969254632,0.5401867251396102,0.7705854355069014,0.8637143098576073,0.208833119826914,0.7827586206896552
llama,14,3,9,independent_within_prompt_precurrent,0.29445117810593846,0.6229520239041166,0.5476040826470799,0.542829022641007,0.7609603892326405,0.8559447600510579,0.21203574260180802,0.7862068965517242
llama,14,3,10,independent_within_prompt_precurrent,0.29688646188967716,0.6159247519375955,0.5486523911546979,0.5509989868334079,0.7721719815960654,0.8643068201185592,0.20743032643270695,0.7793103448275862
llama,14,3,11,independent_within_prompt_precurrent,0.29290385355262083,0.6175993953621048,0.5454553048395556,0.543860109124094,0.7688402348088212,0.8601800207275144,0.20825670251840886,0.7862068965517242
llama,14,3,12,independent_within_prompt_precurrent,0.2949419452888342,0.6225469893437383,0.5490781821964625,0.5402674210037125,0.7615421227986674,0.8581029065510493,0.2141804628151865,0.7931034482758621
llama,14,3,13,independent_within_prompt_precurrent,0.29788401295759726,0.6171214230666843,0.5499576701650105,0.5412414299243857,0.7676767676767676,0.8612218055689143,0.20898146149491698,0.7862068965517242
llama,14,3,14,independent_within_prompt_precurrent,0.2842719446244317,0.6288260948153794,0.5375700787521617,0.5255783134973441,0.7587392247078111,0.8552287397666334,0.21322112259202475,0.7965517241379311
llama,14,3,15,independent_within_prompt_precurrent,0.2988360419642403,0.617302350703452,0.551696479986242,0.5485269379233487,0.7657729123697712,0.8604489166264884,0.2103687891297934,0.7862068965517242
llama,14,3,16,independent_within_prompt_precurrent,0.299200830734742,0.6178373198310084,0.5527554496201286,0.5442060188342396,0.7650854090644666,0.8600326321816836,0.21258841057330635,0.7931034482758621
llama,14,3,17,independent_within_prompt_precurrent,0.2927677970276472,0.6191100532722361,0.5464489361143937,0.5394457009241347,0.7688402348088211,0.8589006438293032,0.21030643960047052,0.8
llama,14,3,18,independent_within_prompt_precurrent,0.2828578610953548,0.6219509209312735,0.5372757433380423,0.5341202659413381,0.761595007668306,0.858467429799843,0.21537908076178328,0.7758620689655172
llama,14,3,19,independent_within_prompt_precurrent,0.2929184818288719,0.6208253866205886,0.5461241039853548,0.5346819386783669,0.7620180866254164,0.8580826932086874,0.21208767970333342,0.7965517241379311
llama,14,3,20,independent_within_prompt_precurrent,0.30048746022055706,0.617999403538252,0.5525091935470343,0.545113601281414,0.7659315669786874,0.8640735454839508,0.20864262591766952,0.7931034482758621
llama,14,3,21,independent_within_prompt_precurrent,0.29523158683286155,0.6198907946359805,0.5482188264570759,0.5369296137223856,0.7657200275001321,0.8608975106862549,0.21002168783300992,0.7931034482758621
llama,14,3,22,independent_within_prompt_precurrent,0.2947471046682868,0.6207456973703889,0.5477723315104969,0.5403749334811903,0.7619123168861388,0.8580462751537677,0.21167063945618492,0.7965517241379311
llama,14,3,23,independent_within_prompt_precurrent,0.2866710376337708,0.6245000358346262,0.5401813447942297,0.5355088252614391,0.7636046327145803,0.8604783209062968,0.2106472560578246,0.7793103448275862
llama,14,3,24,independent_within_prompt_precurrent,0.2988859699423082,0.6194888221407426,0.5506880012032931,0.5460133109613589,0.7677296525464065,0.8616776012244078,0.20953008781485372,0.7896551724137931
llama,14,3,25,independent_within_prompt_precurrent,0.28683997468628086,0.6223386670513288,0.5404302734744901,0.5371717013146924,0.7674652281982125,0.8628280100519494,0.21143639144856957,0.7827586206896552
llama,14,3,26,independent_within_prompt_precurrent,0.2883019634625882,0.6249129082868407,0.5428625249261897,0.5392550323427955,0.7643979057591622,0.8627341466369642,0.21281723040453304,0.7793103448275862
llama,14,3,27,independent_within_prompt_precurrent,0.2947201724825923,0.6200616309398588,0.5477955764377787,0.5391568687764029,0.7654556031519382,0.8603261082747629,0.21088015101550325,0.7827586206896552
llama,14,3,28,independent_within_prompt_precurrent,0.29408162525961223,0.617170450041577,0.5465607224449012,0.5454371228097507,0.7640805965413295,0.8598965645370072,0.21029327644115797,0.7965517241379311
llama,14,3,29,independent_within_prompt_precurrent,0.2939547171579979,0.6177591416897412,0.5474844703437465,0.541337379274995,0.7666190702839918,0.8608337002101307,0.21029749534378858,0.7827586206896552
llama,14,3,30,independent_within_prompt_precurrent,0.2931294143247959,0.620202437203533,0.5464240756189579,0.5455466034790357,0.7688402348088212,0.8615422605364543,0.20899365718009688,0.7862068965517242
llama,14,3,31,independent_within_prompt_precurrent,0.28735360340795235,0.6214331389984219,0.5412149827479373,0.5278505909389549,0.7623353958432493,0.8593625486143192,0.21152544629136763,0.7758620689655172
llama,14,3,32,independent_within_prompt_precurrent,0.28932235571809506,0.6229945717055619,0.5423303302954721,0.536154392174257,0.7661959913268814,0.860308755839416,0.2097413340403412,0.7862068965517242
llama,14,3,33,independent_within_prompt_precurrent,0.29711062438513924,0.6158779004909297,0.5501091903381337,0.5456039270654255,0.7688402348088212,0.862134117363062,0.20895147266777378,0.7896551724137931
llama,14,3,34,independent_within_prompt_precurrent,0.2932447385205529,0.6203058068070314,0.5464149476301234,0.5415897998742905,0.7686815801999048,0.8615611809385336,0.20996839911819884,0.7931034482758621
llama,14,3,35,independent_within_prompt_precurrent,0.2943257597609875,0.6193169399294028,0.5478495806469655,0.5417137959581549,0.76624887619652,0.860568117321832,0.2109440059364638,0.7862068965517242
llama,14,3,36,independent_within_prompt_precurrent,0.2868452470581332,0.6220760482450709,0.5405636545620713,0.529808449739338,0.7587921095774499,0.8579650055259052,0.21285691893869757,0.7827586206896552
llama,14,3,37,independent_within_prompt_precurrent,0.295021217745823,0.6189986112001099,0.5472453557980259,0.5419598199340764,0.7642921360198847,0.8598365400872569,0.2098312035441656,0.7793103448275862
llama,14,3,38,independent_within_prompt_precurrent,0.2956920128799678,0.6242981644622206,0.5473004863442782,0.5438709341790345,0.7678883071553229,0.8624204942349181,0.20910816028446508,0.7827586206896552
llama,14,3,39,independent_within_prompt_precurrent,0.3010139488865602,0.6174226039235152,0.5533804333513506,0.552355317012663,0.7716960177693163,0.8640467625087455,0.20854434102264396,0.8
llama,14,3,40,independent_within_prompt_precurrent,0.2998342586945879,0.6168871753726227,0.5527993941444794,0.5421718926013207,0.7738642974245069,0.8658557157003729,0.20786490527245644,0.7931034482758621
llama,14,3,41,independent_within_prompt_precurrent,0.29414614899229263,0.6222723658577143,0.5478556030130737,0.5415469917024802,0.767835422285684,0.860164780805381,0.2116148297212896,0.8
llama,14,3,42,independent_within_prompt_precurrent,0.2856709916011002,0.6256578852029268,0.5393564719757734,0.5327248179499114,0.7596911523613095,0.8559178663154063,0.21220500212639537,0.7793103448275862
llama,14,3,43,independent_within_prompt_precurrent,0.29042363396468873,0.6224116042723309,0.543791565521192,0.5405921726519288,0.7696863927230418,0.861187719430093,0.21017614760610157,0.7931034482758621
llama,14,3,44,independent_within_prompt_precurrent,0.2973345683230203,0.6182579691005782,0.5498927588867942,0.5368208711250283,0.7618065471468614,0.8598667326635454,0.21152584822092604,0.7862068965517242
llama,14,3,45,independent_within_prompt_precurrent,0.28867937718412084,0.6213212188852,0.5419758255634474,0.538617584221183,0.7671479189803797,0.8612478065833713,0.2099470502082373,0.7931034482758621
llama,14,3,46,independent_within_prompt_precurrent,0.293087647812903,0.6209616243974276,0.5464068257732096,0.5406674559885608,0.7654556031519382,0.8613882581358734,0.21076967435403993,0.7931034482758621
llama,14,3,47,independent_within_prompt_precurrent,0.30271553910105886,0.6160819315072175,0.555176542332273,0.5464330278642809,0.7609075043630018,0.8558631841220383,0.21159085905230762,0.7896551724137931
llama,14,3,48,independent_within_prompt_precurrent,0.2893485015202327,0.6224345398336057,0.5423042880284961,0.5393598385565381,0.7689988894177376,0.8632154071133575,0.2085506642375533,0.7827586206896552
llama,14,3,49,independent_within_prompt_precurrent,0.2914230017873438,0.6220640910988551,0.544849529624842,0.537248214771204,0.7667248400232692,0.8623323475889352,0.20994491469265328,0.7862068965517242
llama,15,4,0,independent_within_prompt_precurrent,0.9991552798004674,0.021876113882784664,0.9995797431981528,0.9994170467864709,0.9992596118250568,0.9996301516982145,0.022428857522297747,0.9862068965517241
llama,15,4,1,independent_within_prompt_precurrent,0.9991065831772192,0.02183177326295326,0.9995709816393002,0.9993830954777937,0.9988365328679465,0.9994166058771293,0.02046110826280078,0.9862068965517241
llama,15,4,2,independent_within_prompt_precurrent,0.9990408919594916,0.022671770102086312,0.9995401076415762,0.9993297082750187,0.9982547993019197,0.9991341743986838,0.02292619068801509,0.9862068965517241
llama,15,4,3,independent_within_prompt_precurrent,0.9990193704770717,0.02286583274683928,0.9995651866198179,0.9992896063669435,0.9977788354751705,0.9988852772897112,0.023127612102280728,0.9827586206896551
llama,15,4,4,independent_within_prompt_precurrent,0.9991508960392691,0.021744801357901786,0.9995928742717498,0.9993454538094777,0.9988365328679465,0.9994309375038049,0.02086233988638776,0.9896551724137931
llama,15,4,5,independent_within_prompt_precurrent,0.9992130404023536,0.02043298566397332,0.9996168433644776,0.9994475537594852,0.9983076841715585,0.9991616474199492,0.022704834654404205,0.9862068965517241
llama,15,4,6,independent_within_prompt_precurrent,0.9991120296881285,0.021760393768280827,0.9995827936969567,0.9993990870362286,0.999206726955418,0.999596602656577,0.020442891991103235,0.9896551724137931
llama,15,4,7,independent_within_prompt_precurrent,0.9990964748757408,0.023033781047430184,0.9995982180038742,0.9994369747285206,0.9988894177375852,0.9994384223727215,0.021270891839146527,0.9896551724137931
llama,15,4,8,independent_within_prompt_precurrent,0.9991090945988352,0.022301325265654343,0.9995851695528282,0.9994640373658719,0.998942302607224,0.9994792387287246,0.022826334568001542,0.9827586206896551
llama,15,4,9,independent_within_prompt_precurrent,0.9991117998223235,0.021634233721462653,0.9995577553838191,0.9993464379053815,0.9988894177375852,0.9994511296107038,0.021271376069264488,0.993103448275862
llama,15,4,10,independent_within_prompt_precurrent,0.9990253182294929,0.022771192132224963,0.9995400790591196,0.9993867858374326,0.9997884605214448,0.9998926030339643,0.020428551653493405,0.993103448275862
llama,15,4,11,independent_within_prompt_precurrent,0.9991874649254233,0.02131142293350943,0.9996111801832842,0.9994263956975559,0.9994711513036121,0.9997325894790947,0.021481138766884313,0.996551724137931
llama,15,4,12,independent_within_prompt_precurrent,0.9989794433642745,0.024080654710937233,0.9995323768345932,0.9992918205827267,0.9986778782590302,0.9993463093235542,0.02264463853773884,0.9896551724137931
llama,15,4,13,independent_within_prompt_precurrent,0.9991264273661862,0.022259857446177093,0.9996036835895786,0.9994271337694838,1.0,1.0,0.019493673354204037,0.996551724137931
llama,15,4,14,independent_within_prompt_precurrent,0.9991118571706136,0.022499129482114452,0.9995868689369576,0.9993690721111663,0.9987836479983077,0.9994004665381109,0.021402564296590865,0.993103448275862
llama,15,4,15,independent_within_prompt_precurrent,0.9990812496545451,0.02272681666052217,0.9995531420915981,0.9992352350682648,0.9989951874768629,0.9994864061401325,0.020843932394043172,0.9896551724137931
llama,15,4,16,independent_within_prompt_precurrent,0.9990973808734529,0.022691645904406577,0.999578883401966,0.9993127326206802,0.9994182664339732,0.9997036651048631,0.018883069229431396,0.993103448275862
llama,15,4,17,independent_within_prompt_precurrent,0.9991552938066213,0.021275798264365237,0.9995976609615903,0.9993813733099624,0.9986778782590301,0.9993519699603646,0.021683517923968637,0.9896551724137931
llama,15,4,18,independent_within_prompt_precurrent,0.9990863192518106,0.022535567825944743,0.9995446678662724,0.9993373350182724,0.9992596118250568,0.9996305840674,0.021116907394721433,0.993103448275862
llama,15,4,19,independent_within_prompt_precurrent,0.999070308681095,0.022767759389800774,0.999546401013771,0.9993016615417637,0.9985721085197525,0.9992933611793644,0.023082125990523263,0.9862068965517241
llama,15,4,20,independent_within_prompt_precurrent,0.9991216019672854,0.02241331108109909,0.99956959510099,0.9993919523409268,0.9979374900840869,0.9989875571041626,0.023807972471750382,0.9862068965517241
llama,15,4,21,independent_within_prompt_precurrent,0.9989530269356133,0.024332478620704073,0.9995222194251868,0.9992743528804365,0.998466338780475,0.9992245760218539,0.020091602577303917,0.9862068965517241
llama,15,4,22,independent_within_prompt_precurrent,0.9990981453462282,0.02206140111772287,0.9995553385283003,0.9993860477655048,0.9993653815643344,0.9996830154897864,0.019312778736567632,0.993103448275862
llama,15,4,23,independent_within_prompt_precurrent,0.9990582722483424,0.02296587466066578,0.9995898548589404,0.9992977251581489,0.9986778782590301,0.9993316081357473,0.022533550662663913,0.993103448275862
llama,15,4,24,independent_within_prompt_precurrent,0.9990639198956242,0.023191822694381546,0.999558201185904,0.9993678419912866,0.9987836479983078,0.9993995618126394,0.0210656155657325,0.9827586206896551
llama,15,4,25,independent_within_prompt_precurrent,0.9989814611787395,0.023498277150718016,0.9995447027871532,0.9992837017915215,0.9989951874768629,0.9995108162791538,0.021469192006908475,0.993103448275862
llama,15,4,26,independent_within_prompt_precurrent,0.9989702208351566,0.02391289408414829,0.9994904036697247,0.999307074069234,0.9983605690411973,0.9992046377531443,0.023468777530161404,0.9896551724137931
llama,15,4,27,independent_within_prompt_precurrent,0.9990498906976386,0.023016265157580654,0.9995420622944949,0.9993589851281535,1.0,1.0,0.018623093692408693,0.993103448275862
llama,15,4,28,independent_within_prompt_precurrent,0.9990603730286847,0.022920815358681543,0.9995455767368218,0.9994204911221337,0.9993124966946957,0.999651036431316,0.022362580755226864,0.9862068965517241
llama,15,4,29,independent_within_prompt_precurrent,0.9991007130612477,0.022136157631640497,0.9995763562232958,0.9993919523409268,0.9994711513036121,0.9997279229744467,0.01909820980465114,0.9896551724137931
llama,15,4,30,independent_within_prompt_precurrent,0.999122482508262,0.021788663464136205,0.999581543227439,0.9992979711821249,0.9982547993019196,0.999127134095528,0.02386654512999754,0.9862068965517241
llama,15,4,31,independent_within_prompt_precurrent,0.9990910458688035,0.022382373696480832,0.9995709737163723,0.9993801431900826,0.9990480723465016,0.9995202170386441,0.021228784022990266,0.9827586206896551
llama,15,4,32,independent_within_prompt_precurrent,0.9990875620608173,0.02235292996766076,0.9995835259277859,0.9993518504328516,0.998466338780475,0.9992376464253448,0.022815959570275934,0.9896551724137931
llama,15,4,33,independent_within_prompt_precurrent,0.9989949914027945,0.02346812243754415,0.9995458854017459,0.9992728767365808,0.9988894177375852,0.9994546173522538,0.021402012614623413,0.9896551724137931
llama,15,4,34,independent_within_prompt_precurrent,0.9991504494308777,0.02163048136569931,0.9995952292982555,0.9993272480352595,0.9991009572161405,0.999564229315983,0.020929486769588963,0.993103448275862
llama,15,4,35,independent_within_prompt_precurrent,0.9991471061160868,0.02193703107739333,0.999590491492558,0.9993533265767072,0.9989951874768629,0.9995060851565757,0.021811908478309147,0.9896551724137931
llama,15,4,36,independent_within_prompt_precurrent,0.9991869604663777,0.02146225190041696,0.9996073685240751,0.9993919523409268,0.9988894177375852,0.9994598094210152,0.021548952518033706,0.9862068965517241
llama,15,4,37,independent_within_prompt_precurrent,0.9991037532312478,0.022662736554353986,0.9995602783524238,0.9993525885047795,0.9993653815643345,0.9996802665042417,0.01974125240089777,0.996551724137931
llama,15,4,38,independent_within_prompt_precurrent,0.9990355991486202,0.02327713791306393,0.9995500497455759,0.9993442236895982,0.9993653815643345,0.9996802665042417,0.01911706239976221,0.9862068965517241
llama,15,4,39,independent_within_prompt_precurrent,0.999055622958367,0.02271814724123741,0.999537411298372,0.9993673499433348,0.9989951874768629,0.9995139333641827,0.020100304853973756,0.996551724137931
