control,layer,mean_alpha,mean_beta,mean_policy_conf,most_common_action,batch_size,mean_norm_ratio,min_norm_ratio,max_norm_ratio,mean_delta_norm_ratio,all_finite,model,random_seed,mean_operator_component_norm,mean_random_operator_component_norm,mean_precursor_component_norm,mean_random_precursor_component_norm,operator_component_norm_abs_error,precursor_component_norm_abs_error,mean_structured_total_ratio,mean_random_total_ratio,mean_total_norm_ratio
policy_boundary_guarded,18,0.1500244140625,0.1500244140625,0.7560153122287772,a0.0_b0.0_confidence_gate_gate,4,0.96645987033844,0.8658396005630493,1.0,0.0860251784324646,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.1500244140625,0.1500244140625,0.4550730346588175,a0.0_b0.0_confidence_gate_gate,4,0.9981552362442015,0.9926208257675172,1.0,0.0878626033663749,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.449951171875,0.449951171875,0.6359017829306935,a0.9_b0.9,4,1.0027095079421997,1.0,1.0097458362579346,0.2199727892875671,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.449951171875,0.449951171875,0.6411943826542154,a0.9_b0.9,4,0.8988403081893921,0.7955929040908813,1.0,0.2594820261001587,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.449951171875,0.449951171875,0.6351419747700349,a0.9_b0.9,4,0.961585283279419,0.919396698474884,1.0,0.245293527841568,True,qwen,,,,,,,,,,
policy_boundary_guarded,18,0.449951171875,0.449951171875,0.6467377754583367,a0.9_b0.9,4,0.9150834083557128,0.8296316862106323,1.0,0.2673443555831909,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.449951171875,0.449951171875,0.6389131831151046,a0.9_b0.9,4,1.0149354934692385,1.0,1.0303534269332886,0.2871923744678497,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.0,0.0,0.9730335045235198,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.0,0.0,0.9724597260019452,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.0,0.0,0.972638065906592,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
