task,representation,null_index,future_alignment,leave_one_out_alignment
relation_graph,norm_only_fixed_direction,14,0.9545032978057861,0.9588245153427124
relation_graph,norm_only_fixed_direction,15,0.9548410773277283,0.9590489864349365
relation_graph,norm_only_fixed_direction,16,0.9545537233352661,0.9588019847869873
relation_graph,norm_only_fixed_direction,17,0.955690860748291,0.9597073197364807
relation_graph,norm_only_fixed_direction,18,0.9547354578971863,0.9590705037117004
relation_graph,norm_only_fixed_direction,19,0.9550827741622925,0.9593455791473389
relation_graph,norm_only_fixed_direction,20,0.9553113579750061,0.9594619274139404
relation_graph,norm_only_fixed_direction,21,0.9540843367576599,0.958510160446167
relation_graph,norm_only_fixed_direction,22,0.9546309113502502,0.9588760733604431
relation_graph,norm_only_fixed_direction,23,0.9538679122924805,0.9583621621131897
relation_graph,norm_only_fixed_direction,24,0.9548445343971252,0.9591524004936218
relation_graph,norm_only_fixed_direction,25,0.9549422860145569,0.9591761231422424
relation_graph,norm_only_fixed_direction,26,0.9543962478637695,0.9587824940681458
relation_graph,norm_only_fixed_direction,27,0.9543192982673645,0.9587815403938293
relation_graph,norm_only_fixed_direction,28,0.9548207521438599,0.9590979814529419
relation_graph,norm_only_fixed_direction,29,0.953832745552063,0.9582594633102417
relation_graph,norm_only_fixed_direction,30,0.9545749425888062,0.9589359760284424
relation_graph,norm_only_fixed_direction,31,0.954594612121582,0.9589297771453857
relation_graph,norm_only_fixed_direction,32,0.9549544453620911,0.9592419266700745
relation_graph,norm_only_fixed_direction,33,0.9548654556274414,0.9591437578201294
relation_graph,norm_only_fixed_direction,34,0.9545938372612,0.9590042233467102
relation_graph,norm_only_fixed_direction,35,0.9548356533050537,0.9590254426002502
relation_graph,norm_only_fixed_direction,36,0.9552485942840576,0.9594550728797913
relation_graph,norm_only_fixed_direction,37,0.9543308019638062,0.958695650100708
relation_graph,norm_only_fixed_direction,38,0.9547449946403503,0.9590344429016113
relation_graph,norm_only_fixed_direction,39,0.9534938335418701,0.9580134153366089
relation_graph,norm_only_fixed_direction,40,0.9547330141067505,0.9590103626251221
relation_graph,norm_only_fixed_direction,41,0.9544116854667664,0.9587212800979614
relation_graph,norm_only_fixed_direction,42,0.9544298052787781,0.9587299823760986
relation_graph,norm_only_fixed_direction,43,0.9549777507781982,0.9592046141624451
relation_graph,norm_only_fixed_direction,44,0.9545989632606506,0.958937406539917
relation_graph,norm_only_fixed_direction,45,0.955827534198761,0.9598938226699829
relation_graph,norm_only_fixed_direction,46,0.954636812210083,0.9588313102722168
relation_graph,norm_only_fixed_direction,47,0.9546568989753723,0.9589642882347107
relation_graph,norm_only_fixed_direction,48,0.954504132270813,0.9587826728820801
relation_graph,norm_only_fixed_direction,49,0.9542490839958191,0.958614706993103
relation_graph,norm_only_fixed_direction,50,0.9540596008300781,0.9584862589836121
relation_graph,norm_only_fixed_direction,51,0.9543769359588623,0.9587494730949402
relation_graph,norm_only_fixed_direction,52,0.9546405673027039,0.9589534401893616
relation_graph,norm_only_fixed_direction,53,0.9538835287094116,0.958308756351471
relation_graph,norm_only_fixed_direction,54,0.9545095562934875,0.9588475823402405
relation_graph,norm_only_fixed_direction,55,0.9542718529701233,0.9585936069488525
relation_graph,norm_only_fixed_direction,56,0.9539969563484192,0.9584324359893799
relation_graph,norm_only_fixed_direction,57,0.9546118378639221,0.9588825106620789
relation_graph,norm_only_fixed_direction,58,0.9540619850158691,0.9586193561553955
relation_graph,norm_only_fixed_direction,59,0.9551618695259094,0.9592921137809753
relation_graph,norm_only_fixed_direction,60,0.9548084139823914,0.9589630365371704
relation_graph,norm_only_fixed_direction,61,0.9538247585296631,0.9583137035369873
relation_graph,norm_only_fixed_direction,62,0.9539782404899597,0.9584972858428955
relation_graph,norm_only_fixed_direction,63,0.954289972782135,0.9586458206176758
relation_graph,norm_only_fixed_direction,64,0.9544285535812378,0.9587119221687317
relation_graph,norm_only_fixed_direction,65,0.9547375440597534,0.959092915058136
relation_graph,norm_only_fixed_direction,66,0.9545432925224304,0.9588412046432495
relation_graph,norm_only_fixed_direction,67,0.9549442529678345,0.9591346383094788
relation_graph,norm_only_fixed_direction,68,0.9546213746070862,0.9588773250579834
relation_graph,norm_only_fixed_direction,69,0.9542627334594727,0.9585044980049133
relation_graph,norm_only_fixed_direction,70,0.9542821645736694,0.9587575793266296
relation_graph,norm_only_fixed_direction,71,0.954361617565155,0.9586800932884216
relation_graph,norm_only_fixed_direction,72,0.9551084637641907,0.9593256711959839
relation_graph,norm_only_fixed_direction,73,0.9544693231582642,0.9587681293487549
