prompt_id,layer,alpha,beta,policy_conf,action_label,fraction,model
g000_competition_balanced,19,0.0,0.0,0.8643442993618486,a0.0_b0.0,0.000689655172413793,qwen
g000_direct_conflict,15,0.0,0.0,0.9370549320212296,a0.0_b0.0,0.000689655172413793,qwen
g000_direct_conflict,16,0.0,0.0,0.9370203349840612,a0.0_b0.0,0.000689655172413793,qwen
g000_direct_conflict,17,0.0,0.0,0.924882922853611,a0.0_b0.0,0.000689655172413793,qwen
g000_direct_conflict,18,0.0,0.0,0.9141484340331096,a0.0_b0.0,0.000689655172413793,qwen
g000_direct_conflict,19,0.0,0.0,0.8773530097518092,a0.0_b0.0,0.000689655172413793,qwen
g000_closure_update,15,0.3,0.3,0.9793886447630707,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_update,16,0.3,0.3,0.9823459895360592,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_update,17,0.3,0.3,0.7145364506171481,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_update,18,0.3,0.3,0.833551756143454,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_update,19,0.3,0.3,0.9657696355368488,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_override,15,0.3,0.3,0.9823602084658996,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_override,16,0.3,0.3,0.9859900801562134,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_override,17,0.3,0.3,0.9858580162320196,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_override,18,0.3,0.3,0.9870660437341924,a0.3_b0.3,0.000689655172413793,qwen
g000_closure_override,19,0.3,0.3,0.9582912409707072,a0.3_b0.3,0.000689655172413793,qwen
g000_exception_override,15,0.3,0.3,0.9795018890136928,a0.3_b0.3,0.000689655172413793,qwen
g000_exception_override,16,0.3,0.3,0.987234602327454,a0.3_b0.3,0.000689655172413793,qwen
g000_exception_override,17,0.3,0.3,0.9838689914305804,a0.3_b0.3,0.000689655172413793,qwen
g000_exception_override,18,0.3,0.3,0.9872377472848364,a0.3_b0.3,0.000689655172413793,qwen
g000_exception_override,19,0.3,0.3,0.9601270899659414,a0.3_b0.3,0.000689655172413793,qwen
g004_clean,15,0.0,0.0,0.943536197091946,a0.0_b0.0,0.000689655172413793,qwen
g004_clean,16,0.0,0.0,0.924315876182545,a0.0_b0.0,0.000689655172413793,qwen
g004_clean,17,0.0,0.0,0.9452321653300726,a0.0_b0.0,0.000689655172413793,qwen
g004_clean,18,0.0,0.0,0.9664885446701724,a0.0_b0.0,0.000689655172413793,qwen
g004_clean,19,0.0,0.0,0.9709883089815328,a0.0_b0.0,0.000689655172413793,qwen
g004_redundant,15,0.0,0.0,0.7196813614977203,a0.0_b0.0,0.000689655172413793,qwen
g004_redundant,16,0.0,0.0,0.7300120410465075,a0.0_b0.0,0.000689655172413793,qwen
g004_redundant,17,0.0,0.0,0.7255664551462593,a0.0_b0.0,0.000689655172413793,qwen
g004_redundant,18,0.0,0.0,0.740651356210272,a0.0_b0.0,0.000689655172413793,qwen
g004_redundant,19,0.0,0.0,0.7728039449123671,a0.0_b0.0,0.000689655172413793,qwen
g004_irrelevant,15,0.0,0.0,0.8552245922834139,a0.0_b0.0,0.000689655172413793,qwen
g004_irrelevant,16,0.0,0.0,0.801479035626401,a0.0_b0.0,0.000689655172413793,qwen
g004_irrelevant,17,0.0,0.0,0.8709370677862274,a0.0_b0.0,0.000689655172413793,qwen
g004_irrelevant,18,0.0,0.0,0.9092427749682456,a0.0_b0.0,0.000689655172413793,qwen
g004_irrelevant,19,0.0,0.0,0.6806773383733628,a0.0_b0.0,0.000689655172413793,qwen
g004_paraphrase,15,0.0,0.0,0.8521375907583346,a0.0_b0.0,0.000689655172413793,qwen
g004_paraphrase,16,0.0,0.0,0.8999682246680228,a0.0_b0.0,0.000689655172413793,qwen
g004_paraphrase,17,0.0,0.0,0.8929188785992639,a0.0_b0.0,0.000689655172413793,qwen
g004_paraphrase,18,0.0,0.0,0.903830560619676,a0.0_b0.0,0.000689655172413793,qwen
g004_paraphrase,19,0.0,0.0,0.8857864309342288,a0.0_b0.0,0.000689655172413793,qwen
g004_weak_distractor,15,0.0,0.0,0.8707576978812154,a0.0_b0.0,0.000689655172413793,qwen
g004_weak_distractor,16,0.0,0.0,0.6368474429404459,a0.0_b0.0,0.000689655172413793,qwen
g004_weak_distractor,17,0.0,0.0,0.8700556051524206,a0.0_b0.0,0.000689655172413793,qwen
g004_weak_distractor,18,0.0,0.0,0.8936901506388214,a0.0_b0.0,0.000689655172413793,qwen
g004_weak_distractor,19,0.0,0.0,0.864305027349368,a0.0_b0.0,0.000689655172413793,qwen
g004_competition_balanced,15,0.0,0.0,0.60388470937006,a0.0_b0.0,0.000689655172413793,qwen
g004_competition_balanced,16,0.3,0.3,0.843408036493647,a0.3_b0.3,0.000689655172413793,qwen
g004_competition_balanced,17,0.0,0.0,0.9678801516080452,a0.0_b0.0,0.000689655172413793,qwen
g004_competition_balanced,18,0.0,0.0,0.9780902923578242,a0.0_b0.0,0.000689655172413793,qwen
g004_competition_balanced,19,0.0,0.0,0.6807628958847313,a0.0_b0.0,0.000689655172413793,qwen
g004_direct_conflict,15,0.0,0.0,0.9622039873029182,a0.0_b0.0,0.000689655172413793,qwen
g004_direct_conflict,16,0.0,0.0,0.9686389476665732,a0.0_b0.0,0.000689655172413793,qwen
g004_direct_conflict,17,0.0,0.0,0.978585502212281,a0.0_b0.0,0.000689655172413793,qwen
g004_direct_conflict,18,0.0,0.0,0.983939844452218,a0.0_b0.0,0.000689655172413793,qwen
g004_direct_conflict,19,0.3,0.3,0.90887282038951,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_update,15,0.3,0.3,0.99124553869269,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_update,16,0.3,0.3,0.9962885444261622,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_update,17,0.3,0.3,0.9954211906911236,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_update,18,0.3,0.3,0.9901555483813224,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_update,19,0.3,0.3,0.9703261717051092,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_override,15,0.3,0.3,0.9864024084683768,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_override,16,0.3,0.3,0.99147884293985,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_override,17,0.3,0.3,0.9923172076727276,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_override,18,0.3,0.3,0.992626932446012,a0.3_b0.3,0.000689655172413793,qwen
g004_closure_override,19,0.3,0.3,0.9812522299733594,a0.3_b0.3,0.000689655172413793,qwen
g004_exception_override,15,0.3,0.3,0.9897105299705402,a0.3_b0.3,0.000689655172413793,qwen
g004_exception_override,16,0.3,0.3,0.9960872627314228,a0.3_b0.3,0.000689655172413793,qwen
g004_exception_override,17,0.3,0.3,0.996854853131764,a0.3_b0.3,0.000689655172413793,qwen
g004_exception_override,18,0.3,0.3,0.9954879834671456,a0.3_b0.3,0.000689655172413793,qwen
g004_exception_override,19,0.3,0.3,0.9871042012855972,a0.3_b0.3,0.000689655172413793,qwen
g009_clean,15,0.0,0.0,0.8788262472404688,a0.0_b0.0,0.000689655172413793,qwen
g009_clean,16,0.0,0.0,0.9472534501395344,a0.0_b0.0,0.000689655172413793,qwen
g009_clean,17,0.0,0.0,0.9611020787033242,a0.0_b0.0,0.000689655172413793,qwen
g009_clean,18,0.0,0.0,0.8838928636721252,a0.0_b0.0,0.000689655172413793,qwen
g009_clean,19,0.0,0.0,0.9754991525134245,a0.0_b0.0,0.000689655172413793,qwen
g009_redundant,15,0.0,0.0,0.7869172859918211,a0.0_b0.0,0.000689655172413793,qwen
g009_redundant,16,0.0,0.0,0.8878888612811326,a0.0_b0.0,0.000689655172413793,qwen
g009_redundant,17,0.0,0.0,0.8837122886125555,a0.0_b0.0,0.000689655172413793,qwen
g009_redundant,18,0.0,0.0,0.8936746993937202,a0.0_b0.0,0.000689655172413793,qwen
g009_redundant,19,0.0,0.0,0.7747210507713705,a0.0_b0.0,0.000689655172413793,qwen
g009_irrelevant,15,0.0,0.0,0.6878392561092689,a0.0_b0.0,0.000689655172413793,qwen
g009_irrelevant,16,0.0,0.0,0.6771490268244704,a0.0_b0.0,0.000689655172413793,qwen
g009_irrelevant,17,0.0,0.0,0.6476366937196977,a0.0_b0.0,0.000689655172413793,qwen
g009_irrelevant,18,0.0,0.0,0.6813523612237422,a0.0_b0.0,0.000689655172413793,qwen
g009_irrelevant,19,0.0,0.0,0.6001341718530895,a0.0_b0.0,0.000689655172413793,qwen
g009_paraphrase,15,0.0,0.0,0.8672546105986142,a0.0_b0.0,0.000689655172413793,qwen
g009_paraphrase,16,0.0,0.0,0.914232090094202,a0.0_b0.0,0.000689655172413793,qwen
g009_paraphrase,17,0.0,0.0,0.914232090094202,a0.0_b0.0,0.000689655172413793,qwen
g009_paraphrase,18,0.0,0.0,0.909375485935023,a0.0_b0.0,0.000689655172413793,qwen
g009_paraphrase,19,0.0,0.0,0.9059944509538146,a0.0_b0.0,0.000689655172413793,qwen
g009_weak_distractor,15,0.0,0.0,0.9127071111893356,a0.0_b0.0,0.000689655172413793,qwen
g009_weak_distractor,16,0.0,0.0,0.8621862304567712,a0.0_b0.0,0.000689655172413793,qwen
g009_weak_distractor,17,0.0,0.0,0.5121046094387455,a0.0_b0.0,0.000689655172413793,qwen
g009_weak_distractor,18,0.0,0.0,0.7002086528497132,a0.0_b0.0,0.000689655172413793,qwen
g009_weak_distractor,19,0.0,0.0,0.5734451559126793,a0.0_b0.0,0.000689655172413793,qwen
g009_competition_balanced,15,0.0,0.0,0.924434644703396,a0.0_b0.0,0.000689655172413793,qwen
g009_competition_balanced,16,0.0,0.0,0.9024806785013476,a0.0_b0.0,0.000689655172413793,qwen
g009_competition_balanced,17,0.0,0.0,0.8883117004566619,a0.0_b0.0,0.000689655172413793,qwen
g009_competition_balanced,18,0.0,0.0,0.566750466130501,a0.0_b0.0,0.000689655172413793,qwen
g009_competition_balanced,19,0.0,0.0,0.6164884284729935,a0.0_b0.0,0.000689655172413793,qwen
g009_direct_conflict,15,0.0,0.0,0.9435480316010304,a0.0_b0.0,0.000689655172413793,qwen
g009_direct_conflict,16,0.0,0.0,0.9582330739672996,a0.0_b0.0,0.000689655172413793,qwen
g009_direct_conflict,17,0.0,0.0,0.9543969737046516,a0.0_b0.0,0.000689655172413793,qwen
g009_direct_conflict,18,0.0,0.0,0.9382694159327836,a0.0_b0.0,0.000689655172413793,qwen
g009_direct_conflict,19,0.0,0.0,0.9145226192902602,a0.0_b0.0,0.000689655172413793,qwen
g009_closure_update,15,0.3,0.3,0.9944448527662156,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_update,16,0.3,0.3,0.9943538467302248,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_update,17,0.3,0.3,0.9931041482317486,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_update,18,0.3,0.3,0.9872939476785478,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_update,19,0.3,0.3,0.9053955789016218,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_override,15,0.3,0.3,0.9542885006577876,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_override,16,0.0,0.0,0.5195845460651409,a0.0_b0.0,0.000689655172413793,qwen
g009_closure_override,17,0.3,0.3,0.555572032696314,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_override,18,0.3,0.3,0.9635927591374552,a0.3_b0.3,0.000689655172413793,qwen
g009_closure_override,19,0.0,0.0,0.6543538912616264,a0.0_b0.0,0.000689655172413793,qwen
g009_exception_override,15,0.3,0.3,0.9738641979933148,a0.3_b0.3,0.000689655172413793,qwen
g009_exception_override,16,0.3,0.3,0.9780786063041792,a0.3_b0.3,0.000689655172413793,qwen
g009_exception_override,17,0.3,0.3,0.9757576853738638,a0.3_b0.3,0.000689655172413793,qwen
g009_exception_override,18,0.3,0.3,0.9752986736940956,a0.3_b0.3,0.000689655172413793,qwen
g009_exception_override,19,0.3,0.3,0.863695795575467,a0.3_b0.3,0.000689655172413793,qwen
g010_clean,15,0.0,0.0,0.6018039588027745,a0.0_b0.0,0.000689655172413793,qwen
g010_clean,16,0.0,0.0,0.6180082762242731,a0.0_b0.0,0.000689655172413793,qwen
g010_clean,17,0.0,0.0,0.9646602395051116,a0.0_b0.0,0.000689655172413793,qwen
g010_clean,18,0.0,0.0,0.6341211340615492,a0.0_b0.0,0.000689655172413793,qwen
g010_clean,19,0.0,0.0,0.9690586017667928,a0.0_b0.0,0.000689655172413793,qwen
g010_redundant,15,0.0,0.0,0.6699403822516181,a0.0_b0.0,0.000689655172413793,qwen
g010_redundant,16,0.0,0.3,0.5103767665187164,a0.0_b0.3,0.000689655172413793,qwen
g010_redundant,17,0.0,0.3,0.5693023584310186,a0.0_b0.3,0.000689655172413793,qwen
g010_redundant,18,0.0,0.0,0.8395103462531409,a0.0_b0.0,0.000689655172413793,qwen
g010_redundant,19,0.0,0.0,0.8877254576658714,a0.0_b0.0,0.000689655172413793,qwen
g010_irrelevant,15,0.0,0.0,0.8546799029802383,a0.0_b0.0,0.000689655172413793,qwen
g010_irrelevant,16,0.0,0.0,0.8401574061913596,a0.0_b0.0,0.000689655172413793,qwen
g010_irrelevant,17,0.0,0.0,0.8593128185550163,a0.0_b0.0,0.000689655172413793,qwen
g010_irrelevant,18,0.0,0.0,0.9313213793684652,a0.0_b0.0,0.000689655172413793,qwen
g010_irrelevant,19,0.0,0.0,0.613662036237872,a0.0_b0.0,0.000689655172413793,qwen
g010_paraphrase,15,0.0,0.0,0.8385430886886555,a0.0_b0.0,0.000689655172413793,qwen
g010_paraphrase,16,0.0,0.0,0.8887263882618051,a0.0_b0.0,0.000689655172413793,qwen
g010_paraphrase,17,0.0,0.0,0.8870217650503708,a0.0_b0.0,0.000689655172413793,qwen
g010_paraphrase,18,0.0,0.0,0.8047613234890748,a0.0_b0.0,0.000689655172413793,qwen
g010_paraphrase,19,0.0,0.0,0.6759852465200195,a0.0_b0.0,0.000689655172413793,qwen
g010_weak_distractor,15,0.0,0.0,0.7290587882475288,a0.0_b0.0,0.000689655172413793,qwen
g010_weak_distractor,16,0.0,0.0,0.7303857427381996,a0.0_b0.0,0.000689655172413793,qwen
g010_weak_distractor,17,0.0,0.0,0.9031807166742156,a0.0_b0.0,0.000689655172413793,qwen
g010_weak_distractor,18,0.0,0.0,0.9509748169640636,a0.0_b0.0,0.000689655172413793,qwen
